tile_id,cement_prob,cement_uid,dist_m
WRS2-128038-11413,0.5605226159095764,CHN0976,357.33766677057025
WRS2-128038-22252,0.9365354776382446,CHN0942,205.14815316412339
WRS2-128040-06404,0.2819666862487793,CHN1055,552.8838293063832
WRS2-128040-06714,0.3848332166671753,CHN1104,500.97899393834376
WRS2-128040-10105,0.9380536079406738,CHN0885,227.11562592666314
WRS2-128040-12349,0.6242278814315796,CHN0570,459.51838615679804
WRS2-128040-13217,0.506672203540802,CHN0464,341.67152154708884
WRS2-128040-14365,0.2037462294101715,CHN0223,319.16579515650903
WRS2-129038-08132,0.5672092437744141,CHN0659,316.9591904056858
WRS2-129039-10287,0.6113914251327515,CHN0660,368.82985795063973
WRS2-129039-18453,0.2464970648288727,CHN0073,686.4350587761847
WRS2-129039-20407,0.8708664774894714,CHN0138,457.21480190908653
WRS2-129040-00185,0.7035419344902039,CHN0885,313.20204368391813
WRS2-129040-03564,0.3616617321968079,CHN1255,457.5400294466144
WRS2-129040-06215,0.3457324206829071,CHN0464,575.6671386658634
WRS2-129040-10605,0.20067597925662994,CHN0643,404.85495706681144
WRS2-129040-13331,0.92900812625885,CHN0653,398.3876458803659
WRS2-129040-19424,0.22814708948135376,CHN0644,486.16925842156115
WRS2-129040-20751,0.5073736906051636,CHN0654,507.28062336353105
WRS2-129041-12759,0.5123633146286011,CHN1255,164.0272672724283
WRS2-129042-01861,0.2234417349100113,CHN0971,572.6707895230809
WRS2-131035-10557,0.4218766987323761,CHN0506,766.8152549285968
WRS2-132034-00357,0.7649354934692383,CHN0556,529.3986995195437
WRS2-143030-05856,0.38286811113357533,CHN0691,760.7822756179376
WRS2-144029-01772,0.2737147808074951,CHN1205,573.2898263904673
WRS2-115028-07611,0.8598396182060242,CHN0442,505.16111183857873
WRS2-115029-10544,0.34585902094841003,CHN0508,610.2571573820549
WRS2-116028-09004,0.8225225210189819,CHN0316,223.997241226446
WRS2-119031-09575,0.7892091274261475,CHN1152,270.94396851693375
WRS2-119032-14454,0.2693660259246826,CHN1224,487.2458133631051
WRS2-119032-16249,0.3984923958778381,CHN1223,548.0723748496064
WRS2-119033-02472,0.6519305109977722,CHN0233,651.8800127795325
WRS2-119034-00147,0.6414068937301636,CHN1192,744.6567308352253
WRS2-119034-01386,0.2728104293346405,CHN1131,503.2191076136853
WRS2-119039-01558,0.05393154919147492,CHN1049,601.1702545961977
WRS2-119039-11176,0.19288270175457,CHN1051,431.9369169099617
WRS2-119042-02131,0.8363745808601379,CHN0722,298.65691150819737
WRS2-119042-07299,0.5441455245018005,CHN0899,302.46845563594127
WRS2-119043-06958,0.8122656941413879,CHN1110,125.5047874724705
WRS2-119043-07981,0.4871752262115479,CHN0904,135.06421513052962
WRS2-120028-01338,0.5370041131973267,CHN1204,796.8445319055003
WRS2-120031-10347,0.409826785326004,CHN1117,611.1668091261597
WRS2-120032-13434,0.6935635805130005,CHN0880,803.1457097106154
WRS2-120035-04280,0.2568348348140717,CHN1125,490.4214634292172
WRS2-120035-05216,0.4027079641819,CHN0719,577.47570887067
WRS2-120035-14696,0.3358615636825561,CHN1126,732.1011069195557
WRS2-120035-15454,0.07072338461875917,CHN1123,857.9082053190671
WRS2-120038-16559,0.6463893055915833,CHN0763,257.0001995296559
WRS2-120038-23152,0.3144368529319763,CHN0487,506.8691947943282
WRS2-121028-07984,0.8200414776802063,CHN1236,344.9465965082033
WRS2-121028-07984,0.8200414776802063,CHN0334,631.0045685657958
WRS2-121029-03704,0.8916479349136353,CHN0863,405.9381465149054
WRS2-121030-01692,0.3847265839576721,CHN0863,678.5619973961841
WRS2-121034-00529,0.4361534416675568,CHN0593,420.14802736581896
WRS2-121034-03008,0.32021355628967285,CHN1191,674.4039526435062
WRS2-121034-05421,0.37060892581939703,CHN0709,548.878297665564
WRS2-121034-06732,0.4387155175209045,CHN0878,720.2563293931825
WRS2-121034-13183,0.09712572395801544,CHN0883,521.6864568761928
WRS2-121035-00256,0.5277519822120667,CHN0708,352.4339989730673
WRS2-121035-01992,0.3632671535015106,CHN0593,349.41598887954103
WRS2-121035-06391,0.3945076763629913,CHN0883,434.19166993599106
WRS2-121035-08356,0.9305300116539,CHN0046,180.46101961074007
WRS2-121035-09058,0.23807628452777865,CHN0709,633.0085797137534
WRS2-121035-10105,0.7341755032539368,CHN0856,515.5928510722857
WRS2-121035-12136,0.29557210206985474,CHN0855,701.3147562342672
WRS2-121035-18825,0.4559955894947052,CHN1139,382.48761231108404
WRS2-121035-26526,0.2306098490953445,CHN0184,619.6259646963209
WRS2-121036-00849,0.2714221775531769,CHN1226,413.29458315379276
WRS2-121036-06585,0.6574978828430176,CHN0815,396.80031754916195
WRS2-121036-16294,0.31276556849479675,CHN0134,497.58256411591407
WRS2-121036-17317,0.9483239054679872,CHN0746,217.59322189073677
WRS2-121036-18821,0.9313178658485411,CHN1160,460.53048707336404
WRS2-121037-01731,0.2379158586263657,CHN1159,426.6426511448812
WRS2-121037-02798,0.5387340784072876,CHN0129,515.6839677574569
WRS2-121037-03136,0.2619185745716095,CHN0005,534.9126795621002
WRS2-121037-08496,0.3542817533016205,CHN1202,249.10840139586452
WRS2-121037-11619,0.2940801680088043,CHN1160,683.424408107983
WRS2-121037-15741,0.4671866297721863,CHN1161,612.7972202536283
WRS2-121037-19854,0.4572705626487732,CHN0960,611.0731878172935
WRS2-121037-20259,0.33516353368759155,CHN0746,578.7619328778638
WRS2-121038-00205,0.3222376108169556,CHN0061,543.661836968656
WRS2-121038-00971,0.21634279191493988,CHN0763,498.6875198514683
WRS2-121038-02643,0.18224258720874786,CHN0692,562.0693793261551
WRS2-121038-04639,0.9565653204917908,CHN1258,383.227656798007
WRS2-121038-07657,0.3135437071323395,CHN0067,631.4126914934237
WRS2-121038-09947,0.9406316876411438,CHN0887,373.0639037068386
WRS2-121038-12167,0.7202193140983582,CHN0341,764.3945759168323
WRS2-121038-12448,0.9271522164344788,CHN0762,259.4985321893765
WRS2-121038-14072,0.4431841671466827,CHN0129,613.0269356828007
WRS2-121038-18175,0.15373429656028748,CHN0023,559.8882282440445
WRS2-121038-19736,0.4293336272239685,CHN0012,740.3541335571351
WRS2-121038-20944,0.3854300379753113,CHN0102,513.2305897030125
WRS2-121041-00919,0.4872332513332367,CHN1048,591.2731370953647
WRS2-121041-03473,0.9380369186401368,CHN0829,263.9286904942072
WRS2-121041-10108,0.4096275568008423,CHN1040,381.76879989327944
WRS2-121041-12862,0.24519023299217224,CHN1047,679.2300821962651
WRS2-121041-15093,0.6487598419189453,CHN0926,591.6308433174931
WRS2-121041-17357,0.6417770981788635,CHN1030,453.3223013476648
WRS2-121041-19919,0.7305504679679871,CHN1035,104.71286735729711
WRS2-121042-09505,0.9529697895050048,CHN0927,274.35308496463756
WRS2-121042-09672,0.2732844948768616,CHN0403,622.6399866863708
WRS2-121042-14668,0.7447057962417603,CHN0400,357.0475449534244
WRS2-121043-06774,0.6438041925430298,CHN0272,786.5865151217552
WRS2-121043-07385,0.5430474877357483,CHN1108,271.48222240465867
WRS2-122033-16821,0.3755620121955872,CHN1178,781.0100366949212
WRS2-122034-17780,0.3752345740795136,CHN0601,664.5811250391843
WRS2-122035-00975,0.2889716625213623,CHN0122,727.9009944537493
WRS2-122035-05765,0.1786736696958542,CHN0923,654.6538211339833
WRS2-122035-13522,0.5687627792358398,CHN1073,645.5852474848585
WRS2-122035-14979,0.4188309013843536,CHN0149,348.5174131615332
WRS2-122035-15312,0.4946160316467285,CHN0713,371.88078312012925
WRS2-122035-16076,0.1781691312789917,CHN0711,594.5758077079903
WRS2-122035-17371,0.2980057001113892,CHN0046,385.21036181879174
WRS2-122035-17753,0.38438743352890015,CHN1068,385.9197110765204
WRS2-122035-24501,0.12924747169017792,CHN0139,586.5582609805925
WRS2-122036-02670,0.4325782358646393,CHN0711,666.061927294301
WRS2-122036-02935,0.8589665293693542,CHN0815,443.4094238470984
WRS2-122036-03502,0.5232363343238831,CHN0134,751.2533933289192
WRS2-122036-13755,0.3245835304260254,CHN1176,475.25265083000875
WRS2-122036-17298,0.3323046863079071,CHN1175,594.0217437807281
WRS2-122036-17690,0.3313130438327789,CHN1073,647.7915352891725
WRS2-122036-23846,0.27092298865318304,CHN0149,528.197801750273
WRS2-122042-10528,0.3917826116085053,CHN0927,515.5025521269702
WRS2-122043-09311,0.4420488178730011,CHN0053,516.1504367475274
WRS2-122043-13014,0.7744812965393066,CHN0724,435.1927445061488
WRS2-122044-07989,0.9470864534378052,CHN0202,226.4594698079931
WRS2-122044-10984,0.8142333626747131,CHN0199,428.8580951819681
WRS2-122044-13585,0.5266900062561035,CHN0574,626.9138175806139
WRS2-123036-01906,0.5569360852241516,CHN1182,340.83474831081537
WRS2-123036-12265,0.23083242774009705,CHN1145,619.4945436711956
WRS2-123044-03459,0.8338678479194641,CHN0574,199.8083056264604
WRS2-123044-03712,0.21910147368907928,CHN1157,602.8994351975233
WRS2-123044-03804,0.5326945781707764,CHN0197,468.8868091301447
WRS2-123044-05008,0.9067109823226928,CHN0681,315.3837372223876
WRS2-123044-05618,0.7545937895774841,CHN0689,490.5107825288489
WRS2-123044-06968,0.522341251373291,CHN0679,352.4468637867003
WRS2-123044-10269,0.4037784039974213,CHN0906,462.1605362560348
WRS2-123044-10830,0.5900329947471619,CHN0283,583.3968796467418
WRS2-123044-14413,0.38661953806877136,CHN1158,464.5339218799987
WRS2-123044-20574,0.3369555175304413,CHN0054,554.1582986647738
WRS2-123044-21047,0.4056141972541809,CHN0013,452.2148512275217
WRS2-123045-11693,0.7339896559715271,CHN0986,393.770878189306
WRS2-124032-14870,0.3158146142959595,CHN0085,400.32556440968324
WRS2-124034-02716,0.2887391746044159,CHN1215,545.0471522229128
WRS2-124035-01179,0.4392402470111847,CHN0080,587.7610750029982
WRS2-124035-02022,0.2633541524410248,CHN0321,495.05275800928496
WRS2-124035-02202,0.22987671196460724,CHN0953,475.24112339249984
WRS2-124035-03408,0.4497433006763458,CHN0332,859.3553467359458
WRS2-124035-05621,0.8224881291389465,CHN0407,290.0687595796372
WRS2-124035-09879,0.34855782985687256,CHN0756,593.1247021258625
WRS2-124035-10191,0.551892876625061,CHN0745,326.74091969024624
WRS2-124035-12937,0.6779032349586487,CHN0868,284.8964026358502
WRS2-124035-18814,0.2406288683414459,CHN0121,662.5255581198277
WRS2-124036-02759,0.4292818307876587,CHN0332,627.9558747852878
WRS2-124036-05893,0.5092802047729492,CHN0741,599.9750061517657
WRS2-124036-12205,0.2781451642513275,CHN1072,486.95666909726344
WRS2-124036-18421,0.3461528420448303,CHN0406,336.92949151834364
WRS2-124036-18859,0.3691782355308533,CHN0879,247.948370418862
WRS2-124036-20083,0.4555750489234924,CHN1103,570.2162345477624
WRS2-124036-23449,0.735169529914856,CHN0078,466.88717072032466
WRS2-125035-16631,0.4916957318782806,CHN1064,642.6477740910115
WRS2-125037-02244,0.2147304713726044,CHN1212,628.0971890222677
WRS2-125037-06463,0.8438081145286559,CHN0999,447.18779435321716
WRS2-125037-11523,0.8384169340133667,CHN0736,281.0303131317613
WRS2-126034-04450,0.16218803822994232,CHN1195,391.994647989561
WRS2-126034-07351,0.8105171918869019,CHN0895,261.4210232304374
WRS2-127036-06075,0.4637928009033203,CHN0626,231.32282622970757
WRS2-127036-06688,0.9096805453300476,CHN0415,410.6962353285994
WRS2-127036-10415,0.3478821814060211,CHN1124,574.4140809312319
WRS2-127036-12958,0.6396901607513428,CHN1134,515.6110977973868
WRS2-127036-14808,0.7792446613311768,CHN1099,466.3956010273107
WRS2-127040-03074,0.9712162017822266,CHN0219,146.95489810699527
WRS2-127040-09984,0.2440908551216125,CHN0353,659.2297492790319
WRS2-128031-05592,0.9864624142646791,CHN0873,29.09778508577118
WRS2-128041-04201,0.8520480394363403,CHN0464,216.75001291235745
WRS2-128041-05017,0.5340522527694702,CHN1105,609.975124068991
WRS2-128042-01350,0.34655994176864624,CHN0805,544.4531260277408
WRS2-128042-05877,0.4273572862148285,CHN0944,618.358860026025
WRS2-128042-15119,0.7010012865066528,CHN1154,413.6860079028319
WRS2-128044-07356,0.4667614102363586,CHN0811,373.357626355001
WRS2-129038-04726,0.37041112780570973,CHN0130,561.6991004785865
WRS2-129038-05539,0.504427969455719,CHN0660,616.0533808219637
WRS2-129038-05803,0.6677231192588806,CHN0831,477.28445792710204
WRS2-130035-03933,0.3174838423728943,CHN0523,721.3926729850187
WRS2-130036-03755,0.3390503227710724,CHN0524,507.0992652207783
WRS2-131034-01935,0.2994705140590668,CHN0523,638.8306633991499
WRS2-131043-14607,0.2866721749305725,CHN1228,396.4625100135254
WRS2-138031-04839,0.825998842716217,CHN0684,610.9754500656604
WRS2-139030-04230,0.2368106842041016,CHN0684,641.0206743293171
WRS2-142029-03859,0.6002130508422852,CHN0687,675.9009610048608
WRS2-142030-06638,0.37481358647346497,CHN0687,784.1164968643712
WRS2-143030-07856,0.3879471123218536,CHN0685,906.2624195521925
WRS2-143031-08044,0.9015583992004396,CHN0685,395.56287452053624
WRS2-115030-01511,0.2776789665222168,CHN0418,761.5958885623843
WRS2-115030-05847,0.27799102663993835,CHN0780,848.7224632276958
WRS2-115031-02589,0.3535807430744171,CHN0418,408.8249539948913
WRS2-116027-07979,0.3012968599796295,CHN0316,564.2012926426216
WRS2-116029-05087,0.5775251984596252,CHN0508,524.7309430546188
WRS2-117028-05627,0.3976012468338013,CHN1058,613.6559224716026
WRS2-117028-11697,0.4613295197486877,CHN0425,704.6966486032208
WRS2-117030-06082,0.9365578293800354,CHN1061,350.25066132890527
WRS2-117030-07449,0.8162400126457214,CHN0424,643.6929627632308
WRS2-118027-01494,0.6870991587638855,CHN0420,711.6275254973893
WRS2-118029-04252,0.6480037569999695,CHN0421,177.00776124826578
WRS2-118030-04309,0.3747899532318115,CHN0087,817.1728618036251
WRS2-118031-03555,0.385006844997406,CHN0482,391.47954783854385
WRS2-118031-06283,0.4296108782291413,CHN0258,415.7761685078809
WRS2-118031-10150,0.3873772621154785,CHN0484,681.9494726907494
WRS2-118032-01751,0.24757365882396695,CHN0915,559.6248331827362
WRS2-118032-07082,0.8982834219932556,CHN0916,641.5501722147507
WRS2-118038-00173,0.4851407110691071,CHN0017,630.2195522372923
WRS2-118038-01921,0.25095903873443604,CHN0007,751.8794894889688
WRS2-118038-02448,0.3138951063156128,CHN0004,535.0078904968587
WRS2-118038-09742,0.3660527765750885,CHN0016,360.72589431652403
WRS2-118039-01305,0.4210800230503082,CHN0020,619.3908902567443
WRS2-118039-03093,0.9260715246200562,CHN1051,239.93616949275116
WRS2-118039-03166,0.45597720146179205,CHN1142,340.05697196637567
WRS2-118039-05202,0.36012789607048035,CHN0843,725.4779760184804
WRS2-118039-06056,0.17937281727790833,CHN1052,748.6672410539295
WRS2-118039-06240,0.22789882123470304,CHN0009,508.4388677350501
WRS2-118039-08285,0.5861912369728088,CHN1050,514.5709919626644
WRS2-118039-08404,0.3165532946586609,CHN1121,335.8791056448097
WRS2-118039-08711,0.2798400819301605,CHN0031,678.1269107783316
WRS2-118039-08803,0.1657213568687439,CHN0913,613.7099391624323
WRS2-118039-08994,0.21365486085414886,CHN0007,331.93564499032925
WRS2-118039-12462,0.9778625965118408,CHN0517,302.6616927739627
WRS2-118039-12509,0.4097630977630615,CHN0950,631.8108347947258
WRS2-118040-01756,0.372535765171051,CHN1164,433.6527833644083
WRS2-118040-11060,0.4884139895439148,CHN0015,432.68288697864784
WRS2-118040-11349,0.44513678550720215,CHN1231,328.03405048374526
WRS2-118040-12545,0.4817315936088562,CHN1244,645.1891546997157
WRS2-118040-14646,0.468031108379364,CHN0031,492.471677084238
WRS2-118041-02418,0.3289667069911957,CHN1231,280.39515185058207
WRS2-119030-01323,0.4246052503585816,CHN0782,706.6479942692757
WRS2-119031-02779,0.6081212162971497,CHN1090,276.66933547698625
WRS2-119031-03902,0.6460844278335571,CHN1174,371.59409903645394
WRS2-119031-04547,0.5181661248207092,CHN1065,707.1418774969834
WRS2-119031-05398,0.5542805790901184,CHN0413,338.2789309132427
WRS2-119031-05817,0.3032131493091583,CHN0738,499.6479499808982
WRS2-119031-06415,0.3546085059642792,CHN0258,652.5279842414817
WRS2-119031-06428,0.18756456673145291,CHN1091,869.6743896201988
WRS2-119031-06604,0.7419453859329224,CHN0482,299.91086871905725
WRS2-119031-06651,0.3567549586296081,CHN0717,470.433863556271
WRS2-119031-07727,0.9091391563415528,CHN0485,631.6213197558634
WRS2-119031-09181,0.3841366767883301,CHN0484,492.68978289279255
WRS2-119031-09703,0.5907123684883118,CHN0545,272.923737883777
WRS2-119031-12335,0.9319774508476256,CHN1150,353.98735717168813
WRS2-119031-16180,0.3124125599861145,CHN0782,224.8271515631753
WRS2-119031-16627,0.7452912330627441,CHN0414,76.07306181828007
WRS2-119031-16775,0.7802662253379822,CHN1117,394.9886948098155
WRS2-119031-19670,0.6221256852149963,CHN1151,439.3241451481097
WRS2-119032-06458,0.582351803779602,CHN0413,389.1112727415522
WRS2-119032-11899,0.9032549262046814,CHN0949,338.76614255145927
WRS2-119032-16208,0.9756313562393188,CHN0233,145.2214037711948
WRS2-119032-16965,0.25789308547973633,CHN1117,600.0597486513982
WRS2-119033-03437,0.568473756313324,CHN0231,673.8492138907703
WRS2-119033-05639,0.3836005926132202,CHN0716,482.841483476739
WRS2-119038-05591,0.4323723316192627,CHN1216,666.1147522092488
WRS2-119038-10939,0.3368332087993622,CHN0008,291.8947069507501
