,uid,featureId,geometry,acquisitionDate,acquisitionTime,sensorType,source,sourceUnit,productType,CE90Accuracy,RMSEAccuracy,cloudCover,offNadirAngle,sunElevation,sunAzimuth,groundSampleDistance,groundSampleDistanceUnit,dataLayer,legacyDescription,outputMosaic,colorBandOrder,assetName,assetType,legacyId,factoryOrderNumber,perPixelX,perPixelY,crsFromPixels,url,ageDays,formattedDate,ingestDate,spatialAccuracy,earliestAcquisitionDate,latestAcquisitionDate,pixelsIngested,preciseGeometry,vendorName,vendorReference,companyName,acquisitionType,orbitDirection,licenseType,isBrowse,isMirrored,isMultipleWKB,copyright,beamMode,polarisationMode,polarisationChannel,antennaLookDirection,niirs,tagsAsString,bbox
0,USA0054,d272d86289707e551233f3ce327fd374,None,2020-08-24 16:52:24,1652,None,WV03_VNIR,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.10238453,26.887678,55.91336,159.94608,0.30,Meter,daily_take,AOI4_L3_WV3,false,RGB,FINISHED,PRODUCT_GEOMETRY,104001005E509300,012980921-10,2.7E-6,-2.7E-6,EPSG:4326,None,227,2020-08-24,2020-08-24 18:49:53,"1:12,000",2020-08-24 16:52:24,2020-08-24 16:52:24,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.4,None,"43.61361799805919,-83.84676204829044,43.622847645260585,-83.83405795170957"
0,USA0059,5b594e61154fa96015acdf3bb6acd0a7,None,2020-08-21 17:54:58,1754,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,6.5693544E-5,1.5544001,55.162197,153.25587,0.40,Meter,daily_take,AOI4_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,105001001F43D600,012970849-10,3.6E-6,-3.6E-6,EPSG:4326,None,230,2020-08-21,2020-08-21 21:45:37,"1:12,000",2020-08-21 17:55:14,2020-08-21 17:55:14,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.2,None,"44.084833569157595,-103.27735304829044,44.09399007400565,-103.26464895170955"
0,USA0069,20dd77058d8a87671fb764c7addf9594,None,2020-05-04 15:54:27,1554,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,25.682896,64.89107,126.02722,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A5182500,012469711-10,4.5E-6,-4.5E-6,EPSG:4326,None,339,2020-05-04,2020-05-04 20:49:45,"1:12,000",2020-05-04 15:54:36,2020-05-04 15:54:36,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.8,None,"33.272630391632035,-80.43694604829045,33.28330127921867,-80.42424195170955"
0,USA0070,566260150398c4f119d312c12826624c,None,2020-07-17 17:08:11,1708,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.007922884,10.803375,67.69654,115.99252,0.40,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A6ABFF00,012831591-10,3.6E-6,-3.6E-6,EPSG:4326,None,265,2020-07-17,2020-07-17 20:35:19,"1:12,000",2020-07-17 17:08:11,2020-07-17 17:08:11,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"32.507566674717104,-96.97882904829044,32.51833099995652,-96.96612495170956"
0,USA0075,2535f9b169d503d5bf9db26a5da421c8,None,2020-10-03 15:52:09,1552,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,23.741707,44.327087,157.96617,0.40,Meter,daily_take,AOI4_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,1050010020276500,013159324-10,3.6E-6,-3.6E-6,EPSG:4326,None,187,2020-10-03,2020-10-03 19:41:01,"1:12,000",2020-10-03 15:52:26,2020-10-03 15:52:26,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.9,None,"39.20386004129349,-76.47074604829044,39.21374360816899,-76.45804195170955"
0,USA0083,4687a5aefa052a9f33ec7e398518196f,None,2020-02-15 16:02:43,1602,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0054583396,18.894287,34.438324,157.66096,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A296FD00,012011921-10,4.5E-6,-4.5E-6,EPSG:4326,None,418,2020-02-15,2020-02-15 19:10:45,"1:12,000",2020-02-15 16:02:43,2020-02-15 16:02:43,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.0,None,"40.46812189731282,-75.90066504829043,40.477823749526415,-75.88796095170954"
0,USA0085,1e093a95efc314124c6605d520621ff4,None,2020-09-21 16:37:49,1637,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.17438516,26.773994,53.984413,153.16798,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100ADAE7D00,013094378-10,4.5E-6,-4.5E-6,EPSG:4326,None,199,2020-09-21,2020-09-21 19:16:25,"1:12,000",2020-09-21 16:37:48,2020-09-21 16:37:48,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.8,None,"33.5356436715258,-86.55018104829044,33.546281998065595,-86.53747695170956"
0,USA0096,06fa74ea560dc5de34b2a9e334512420,None,2020-11-16 17:17:44,1717,None,WV03_VNIR,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,2.6123543E-4,23.306828,32.312233,166.32533,0.30,Meter,daily_take,AOI4_L3_WV3,false,RGB,FINISHED,PRODUCT_GEOMETRY,10400100629E6600,013365917-10,2.7E-6,-2.7E-6,EPSG:4326,None,143,2020-11-16,2020-11-16 21:51:29,"1:12,000",2020-11-16 17:17:44,2020-11-16 17:17:44,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.5,None,"37.79245143201135,-95.43865804829043,37.80253222119215,-95.42595395170956"
0,USA0108,ac80efdaf6ff384c71359c02a2344d15,None,2020-11-07 16:05:11,1605,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.31388515,21.91481,41.123905,157.54616,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100AF926A00,013329780-10,4.5E-6,-4.5E-6,EPSG:4326,None,152,2020-11-07,2020-11-07 19:17:17,"1:12,000",2020-11-07 16:05:11,2020-11-07 16:05:11,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.9,None,"29.956520869497073,-82.85671604829042,29.967582819612847,-82.84401195170955"
0,USA0109,566260150398c4f119d312c12826624c,None,2020-07-17 17:08:11,1708,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.007922884,10.803375,67.69654,115.99252,0.40,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A6ABFF00,012831591-10,3.6E-6,-3.6E-6,EPSG:4326,None,265,2020-07-17,2020-07-17 20:35:19,"1:12,000",2020-07-17 17:08:11,2020-07-17 17:08:11,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"32.45739954002075,-97.03137175299953,32.468169925493655,-97.01866765641866"
0,USA0112,080e2aa21876725400d298d44611cc0a,None,2020-11-02 17:29:31,1729,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,20.38643,43.419525,164.71654,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100B2A65F00,013295010-10,4.5E-6,-4.5E-6,EPSG:4326,None,157,2020-11-02,2020-11-02 20:46:22,"1:12,000",2020-11-02 17:29:31,2020-11-02 17:29:31,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.9,None,"30.04880206310022,-97.86363904829044,30.059853625442955,-97.85093495170955"
0,USA0114,9b2a16758113139404bb46dca04981eb,None,2020-12-18 15:54:10,1554,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,7.231978E-4,26.858112,36.772232,155.64977,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100B0025900,013504928-10,4.5E-6,-4.5E-6,EPSG:4326,None,111,2020-12-18,2020-12-18 17:33:05,"1:12,000",2020-12-18 15:54:10,2020-12-18 15:54:10,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.8,None,"25.872077571006482,-80.38369604829042,25.883570146395346,-80.37099195170954"
0,USA0116,f799a6addca21c6601e18bc0e7617fd9,None,2020-02-09 16:27:01,1627,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,25.38777,43.108166,154.08855,0.50,Meter,daily_take,AOI4_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,103001009FC0D200,011973094-10,4.5E-6,-4.5E-6,EPSG:4326,None,424,2020-02-09,2020-02-09 22:16:11,"1:12,000",2020-02-09 16:27:01,2020-02-09 16:27:01,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.8,None,"28.637599215228526,-82.47894204829043,28.648806482338088,-82.46623795170956"
0,VEN0002,db258fbbd68a6c1d26ba29c6541dfab6,None,2020-07-02 14:46:12,1446,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.13884321,19.20149,64.66822,56.216637,0.50,Meter,daily_take,AOI7_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A84F6A00,012765321-10,4.5E-6,-4.5E-6,EPSG:4326,None,280,2020-07-02,2020-07-02 15:46:20,"1:12,000",2020-07-02 14:46:21,2020-07-02 14:46:21,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.0,None,"9.977412184413927,-63.31702404829044,9.990005692185562,-63.304319951709566"
0,VEN0011,ca6c51aeaffc44172230f6ebe0fbe2cf,None,2019-11-19 15:10:08,1510,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.07769101,28.537956,56.714607,151.77716,0.50,Meter,daily_take,AOI7_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,103001009EAF3300,011437857-10,4.5E-6,-4.5E-6,EPSG:4326,None,506,2019-11-19,2019-11-19 18:13:02,"1:12,000",2019-11-19 15:10:08,2019-11-19 15:10:08,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2019 DigitalGlobe Inc,None,None,None,None,4.8,None,"9.923626133502006,-67.24641304829045,9.936221743734315,-67.23370895170954"
0,VNM0059,97379d48837f2d0af32db8d2d73c7784,None,2019-04-19 03:52:05,352,None,WV03_VNIR,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.06976202,13.71558,71.75472,120.44347,0.30,Meter,daily_take,AOI6_L3_WV3,false,RGB,FINISHED,PRODUCT_GEOMETRY,104001004B6F5500,059660926-10,0.3,-0.3,EPSG:32648,None,720,2019-04-19,2019-04-19 07:35:29,"1:12,000",2019-04-19 03:52:05,2019-04-19 03:52:05,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2019 DigitalGlobe Inc,None,None,None,None,5.6,None,"20.523899095592647,105.86079695170955,20.535866667633094,105.87350104829045"
0,VNM0064,fdeb63d417e1c9dc86086372450f0da7,None,2020-12-09 03:39:10,339,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.15928927,10.116148,43.46442,158.63219,0.40,Meter,daily_take,AOI6_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,1050010021604900,013461332-10,3.6E-6,-3.6E-6,EPSG:4326,None,120,2020-12-09,2020-12-09 06:29:23,"1:12,000",2020-12-09 03:39:25,2020-12-09 03:39:25,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"21.033353488853308,106.58299795170956,21.045280269614643,106.59570204829043"
0,VNM0069,c92b2c26b632be16188998fc771f98e0,None,2020-12-11 03:33:05,333,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.14900464,11.541372,42.734795,156.86197,0.40,Meter,daily_take,AOI6_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100B08FEC00,013471170-10,3.6E-6,-3.6E-6,EPSG:4326,None,118,2020-12-11,2020-12-11 06:40:11,"1:12,000",2020-12-11 03:33:05,2020-12-11 03:33:05,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"21.011751614492482,106.69932295170955,21.02368014417565,106.71202704829044"
0,VNM0079,26f6712678b3b26acee801b3f96667c0,None,2020-07-26 03:18:47,318,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.04456655,26.18518,65.46717,87.27394,0.50,Meter,daily_take,AOI6_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100ABC8BE00,012865936-10,4.5E-6,-4.5E-6,EPSG:4326,None,256,2020-07-26,2020-07-26 05:55:35,"1:12,000",2020-07-26 03:18:53,2020-07-26 03:18:53,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.8,None,"20.41769290413759,105.89569995170955,20.42966886008977,105.90840404829042"
0,VNM0080,a2f1805bbcf8ca5777bc3f28ae87833f,None,2019-04-29 03:39:00,339,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.30249462,27.102903,69.909676,107.79609,0.50,Meter,daily_take,AOI6_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,1030010091698200,059737012-10,0.5,-0.5,EPSG:32648,None,710,2019-04-29,2019-04-29 06:07:16,"1:12,000",2019-04-29 03:39:02,2019-04-29 03:39:02,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2019 DigitalGlobe Inc,None,None,None,None,4.8,None,"21.72309585474309,104.96797695170955,21.73496589740896,104.98068104829044"
0,VNM0081,ff1e805f3cc7f704b1148b23c21418cc,None,2020-06-12 03:39:35,339,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.36221424,20.099033,71.38916,68.74444,0.50,Meter,daily_take,AOI6_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100A906FD00,012668511-10,4.5E-6,-4.5E-6,EPSG:4326,None,300,2020-06-12,2020-06-12 06:10:47,"1:12,000",2020-06-12 03:39:47,2020-06-12 03:39:47,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.9,None,"17.790403850731842,106.25936295170955,17.80257393930017,106.27206704829044"
0,VNM0096,fdeb63d417e1c9dc86086372450f0da7,None,2020-12-09 03:39:10,339,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.15928927,10.116148,43.46442,158.63219,0.40,Meter,daily_take,AOI6_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,1050010021604900,013461332-10,3.6E-6,-3.6E-6,EPSG:4326,None,120,2020-12-09,2020-12-09 06:29:23,"1:12,000",2020-12-09 03:39:25,2020-12-09 03:39:25,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"21.0007791706969,106.53749595170954,21.012708588072943,106.55020004829044"
0,ZAF0003,8236a95a2652372d36cef4e0927add57,None,2020-08-16 08:42:03,842,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,25.459463,40.9564,34.877827,0.40,Meter,daily_take,AOI11_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,105001001F2E8400,012948543-10,3.6E-6,-3.6E-6,EPSG:4326,None,235,2020-08-16,2020-08-16 17:15:52,"1:12,000",2020-08-16 08:42:03,2020-08-16 08:42:03,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,4.9,None,"-28.327980711497,24.209677951709555,-28.316738988226604,24.22238204829044"
0,ZMB0001,b117fcf0a473ad5eb9a04343c7f88a22,None,2020-10-23 08:25:57,825,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.0,9.264832,68.963875,82.241035,0.40,Meter,daily_take,AOI11_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,1050010020829100,013251412-10,3.6E-6,-3.6E-6,EPSG:4326,None,167,2020-10-23,2020-10-23 14:45:48,"1:12,000",2020-10-23 08:25:58,2020-10-23 08:25:58,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.1,None,"-15.529687529899821,28.16011595170955,-15.51737028393572,28.17282004829044"
0,ZMB0003,36d28a0ab781247435cd32c6b4e223d6,None,2020-12-09 08:16:23,816,None,WV02,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.3257055,15.675743,63.999306,116.07855,0.50,Meter,daily_take,AOI11_L3_WV2,false,RGB,FINISHED,PRODUCT_GEOMETRY,10300100B13F4200,013462049-10,4.5E-6,-4.5E-6,EPSG:4326,None,120,2020-12-09,2020-12-09 14:16:33,"1:12,000",2020-12-09 08:16:26,2020-12-09 08:16:26,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.0,None,"-13.032442101052586,28.772389951709556,-13.019985740326412,28.785094048290443"
0,ZWE0004,0b1669cc6bd3f73dce79e4b70d884e10,None,2020-09-17 08:10:29,810,None,GE01,Strip,Pan Sharpened Natural Color,8.4 meters,3.91 meters,0.016864002,19.609768,55.2658,51.939003,0.40,Meter,daily_take,AOI11_L3_GE1,false,RGB,FINISHED,PRODUCT_GEOMETRY,105001001FB59E00,013077367-10,3.6E-6,-3.6E-6,EPSG:4326,None,203,2020-09-17,2020-09-17 16:03:19,"1:12,000",2020-09-17 08:10:29,2020-09-17 08:10:29,true,true,None,None,DigitalGlobe,None,None,None,false,false,false,Image Copyright 2020 DigitalGlobe Inc,None,None,None,None,5.0,None,"-21.013164569628813,29.20640895170956,-21.0012351891368,29.219113048290446"
