country,location_id,company_name,number_plants,number_blast_furnace,total_capacity,location_name,latitude,longitude,accuracy,uid
RUSSIA,3000501,STOILENSKY GOK (NLMK),1,0,6000,"STARY OSKOL, BELGOROD",51.243097,37.782002,Exact,RUS0035
RUSSIA,3000511,KUZMIN NOVOSIBIRSK M.Z. ,2,0,1000,NOVOSIBIRSK,54.997893,82.857465,Exact,RUS0036
RUSSIA,3000521,OMUTNINSK I&ST WORKS,5,0,690,OMUTNINSK,58.667331,52.186536,Exact,RUS0037
RUSSIA,3000531,URAL STAL,19,4,21068,NOVOTROIZK,51.209892,58.355144,Exact,RUS0038
RUSSIA,3000541,OSKOL E.M.K. (OEMK),22,0,21730,"STARY OSKOL, BELGOROD",49.5757629,37.6749304,Exact,RUS0039
RUSSIA,3000551,PETROSTAL,3,0,895,ST. PETERSBURG,59.880805,30.260709,Exact,RUS0040
RUSSIA,3000581,SALDINSKIY I&ST WKS.,1,0,500,NOVO SALDA,58.0411092,60.5592467,Exact,RUS0041
RUSSIA,3000591,SATKA I&ST WORKS,2,2,385,SATKA,55.040337,59.026534,Exact,RUS0042
RUSSIA,3000601,SAMARA RESERVOIR ZAVOD,2,0,170,SAMARA,53.105231,50.038395,Exact,RUS0043
RUSSIA,3000611,TULACHERMET/TULA STEEL,11,3,12400,TULA,54.155003,37.717253,Exact,RUS0044
RUSSIA,3000621,UMMC,9,2,3530,SEROV,59.6104645,60.6177432,Exact,RUS0045
RUSSIA,3000622,UMMC,5,0,2790,"TYUMEN, URAL",57.1612975,65.5250172,Exact,RUS0046
RUSSIA,3000631,TMK SEVERSKY TUBE ,4,0,3650,POLEVSKOY,56.489246,60.231843,Exact,RUS0047
RUSSIA,3000661,STAROUTKINSK ST. W.,1,1,50,STAROUTKINSK,57.229262,59.322846,Exact,RUS0048
RUSSIA,3000671,SULINSKY M.Z.,6,0,920,KRASNIY SULIN,47.8880832,40.0676766,Exact,RUS0049
RUSSIA,3000681,TMK TAGANROG M.Z. ,4,0,3100,TAGANROG,47.239925,38.924348,Exact,RUS0050
RUSSIA,3000691,URAL PILOT WORKS,1,0,0,BEREZOVSKIY,56.9088786,60.7950057,Exact,RUS0051
RUSSIA,3000721,VIZ-STAL (NLMK),8,0,235,EKATERINBURG,56.851593,60.546733,Exact,RUS0052
RUSSIA,3000731,TMK VOLZHSKY PIPE PLANT,7,0,3880,VOLZHSKY,48.823047,44.863348,Exact,RUS0053
RUSSIA,3000741,OMK VYKSA,2,0,1700,VYKSA I,55.32579,42.155192,Exact,RUS0054
RUSSIA,3000742,OMK VYKSA,5,0,6000,VYKSA II,55.3262146,42.17017,Exact,RUS0055
RUSSIA,3000751,EVRAZ ZSMK,22,3,46900,NOVOKUZNETSK,53.877328,87.267347,Exact,RUS0056
RUSSIA,3000771,ROSTOV EMZ ,5,0,2660,SHAKHTY,47.722638,40.289959,Exact,RUS0057
RUSSIA,3000781,ZLATOUST M.Z.,9,0,2685,ZLATOUST,55.192374,59.722573,Exact,RUS0058
RUSSIA,3000801,NLMK-KALUGA,4,0,5400,"VORSINO, KALUGA",55.229906,36.674411,Exact,RUS0059
RUSSIA,3001011,LEBEDINSKY GOK,5,0,14290,GUBKIN,51.2824173,37.5434951,Exact,RUS0060
RUSSIA,3001031,OMZ,4,0,600,"KOLPINO, ST. PETERSBURG",59.759567,30.57526,Exact,RUS0061
RUSSIA,3001051,RUSPOLYMET,6,0,156,"KULEBAKY, NIZHNY NOVGOROD",55.421335,42.529745,Exact,RUS0062
RUSSIA,3001081,SIBELELECTROSTAL M.Z,1,0,80,KRASNOJARSK,56.07894,93.001764,Exact,RUS0063
RUSSIA,3001091,VOLGOCEMMACH,5,0,2700,"TOGLIATTI, SAMARA",53.575607,49.276556,Exact,RUS0064
RUSSIA,3001101,PROFNASTIL,1,0,70,CHELYABINSK,55.170436,61.387269,Exact,RUS0065
RUSSIA,3001111,ELEKTROSCHIT,1,0,70,SAMARA,53.375266,50.18035,Exact,RUS0066
UKRAINE,3001121,KHARKIV KOKS,1,0,160,KHARKIV ,49.971279,36.247201,Exact,UKR0001
RUSSIA,3001131,URALMASHZAVOD,1,0,150,EKATERINBURG,56.883625,60.581592,Exact,RUS0067
RUSSIA,3001141,EVRAZ YUZHNY ROLLING MILL,1,0,450,"UST-DONETSK, ROSTOV",47.645784,40.860589,Exact,RUS0068
RUSSIA,3001152,NOVOROSMETALL,3,0,1500,"NOVOROSSSIYSK, KRASNODAR",44.758332,37.739469,Exact,RUS0069
RUSSIA,3001171,MOSCOW COKE & GAS PLANT,2,0,1092,VIDNOYE,55.55278,37.760108,Exact,RUS0070
RUSSIA,3001181,BVK LTD,3,0,75,CHELYABINSK,55.142751,61.493141,Exact,RUS0071
RUSSIA,3001191,ABINSK ELECTROMET. PLANT,5,0,5650,"ABINSK, KRASNODAR",44.881938,38.12751,Exact,RUS0072
RUSSIA,3001201,VOLGA ELECTROM. PLANT,1,0,120,IWANOWO,56.963531,40.77665,Exact,RUS0073
RUSSIA,3001211,VOLGA-FEST,3,0,810,"FROLOVO, VOLGOGRAD",49.774582,43.680078,Exact,RUS0074
RUSSIA,3001221,KAMASTAL,1,0,200,PERM,57.954884,56.264397,Exact,RUS0075
RUSSIA,3001231,MERA STAL,3,0,1050,ST. PETERSBURG,59.985003,30.250013,Exact,RUS0076
RUSSIA,3001241,STAVROPOL STEEL,4,0,1850,STAVROPOL,45.0454764,41.9683431,Exact,RUS0077
RUSSIA,3001251,KAMSKIY M.Z.,3,0,1500,NABEREZHNYE CHELNY,55.684235,52.27056,Exact,RUS0078
UKRAINE,3010051,AZOVSTAL (METINVEST),22,5,36002,"MARIUPOL, DONETSK",47.108574,37.615099,Exact,UKR0001
UKRAINE,3010061,EVRAZ BAGLEY KOKS ,1,0,1470,DNEPRODZERZHINSK,48.477739,34.984296,Exact,UKR0002
UKRAINE,3010071,AVDEEVSKY COKE,3,0,6840,"AVDEIVKA, DONETSK",48.142376,37.738665,Exact,UKR0003
UKRAINE,3010081,GORLOVSKY KOKS,1,0,466,"GORLOVKA, DONETSK",47.974463,37.807295,Exact,UKR0004
UKRAINE,3010091,PETROVSKY KOKS (EVRAZ),2,0,988,DNEPROPETROVSK,48.477739,34.984296,Exact,UKR0005
UKRAINE,3010101,YASINOVSKY KOKS,2,0,2182,"MAKEEVKA, DONETSK",48.059122,37.944874,Exact,UKR0006
UKRAINE,3010131,DNEPROVSKIY DZERZHINSKIY M.Z (IUD),16,4,26895,DNEPRODZERZHINSK,48.527264,34.614019,Exact,UKR0007
UKRAINE,3010141,EVRAZ DMZ PETROVSKOGO,8,3,5603,DNEPROPETROVSK,50.0105985,32.0229107,Exact,UKR0008
UKRAINE,3010161,DNEPROSPETSSTAL,13,0,1580,ZAPOROZHJE,47.861011,35.169025,Exact,UKR0009
UKRAINE,3010171,DONETSKSTAL (DMZ),8,2,3770,DONETSK,48.006535,37.807845,Exact,UKR0010
UKRAINE,3010181,DONETSK METAL ROLLING ,1,0,250,DONETSK,48.015883,37.80285,Exact,UKR0011
UKRAINE,3010191,YENAKIIEVE M.Z. (METINVEST),13,3,19955,"YENAKIEVO, DONETSK",47.988513,37.815067,Exact,UKR0012
UKRAINE,3010202,DONETSK ELECTROMET. M.Z. (MECHEL),5,0,4400,DONETSK,47.973217,37.807701,Exact,UKR0013
UKRAINE,3010211,DNEPRODZERZHINSKY KOKS (EVRAZ),1,0,1030,DNEPRODZERZHINSK,48.523117,34.613683,Exact,UKR0014
UKRAINE,3010311,ALCHEVSKY M.K. (IUD),18,4,37010,"ALCHEVSK, LUGANSK",48.470965,38.799971,Exact,UKR0015
UKRAINE,3010351,NOVOKRAMATORSKY (NKMZ),8,1,1680,KRAMATORSK,48.751163,37.579376,Exact,UKR0016
UKRAINE,3010361,ARCELORMITTAL KRYVIY RIH,29,6,52890,KRYVIYI RIH,47.883737,33.391233,Exact,UKR0017
UKRAINE,3010371,SEVERNIY GOK,4,0,12000,KRIVIYI RIH,48.1589,33.55253,Exact,UKR0018
UKRAINE,3010391,AZST-KOLOR (RUUKKI),1,0,80,ANTRATSIT,48.1199505,39.0897865,Exact,UKR0019
UKRAINE,3010421,MAKEEVKOKS,1,0,1210,"MAKEEVKA, DONETSK",48.0459557,37.9666901,Exact,UKR0020
UKRAINE,3010431,MAKEYEVKA (METINVEST),2,0,1520,"MAKEEVKA, DONETSK",48.0459557,37.9666901,Exact,UKR0021
UKRAINE,3010441,ILYICH M.Z. (METINVEST),19,5,37110,"MARIUPOL, DONETSK",47.156227,37.57381,Exact,UKR0022
UKRAINE,3010451,MODULE-UKRAINE,4,0,680,KAMENETS-PODOLSKY,48.7163725,26.5985454,Exact,UKR0023
UKRAINE,3010461,EAST UKRAINIAN METALLURGICAL CO,1,0,50,DONETSK,48.015883,37.80285,Exact,UKR0024
UKRAINE,3010471,DNEPROSTAL (INTERPIPE),5,0,5280,DNEPROPETROVSK,48.49354,35.074109,Exact,UKR0025
UKRAINE,3010481,FERREXPO POLTAVSKY GOK,1,0,12000,POLTAVA,49.004202,33.664653,Exact,UKR0026
UKRAINE,3010491,ELEKTROSTAL,3,0,1350,"KURAKHOVO, DONETSK",55.78595,38.45998,Exact,UKR0027
UKRAINE,3010511,METALS & POLYMERS,2,0,170,"ALCHEVSK, LUGANSK",48.470965,38.799971,Exact,UKR0028
UKRAINE,3010521,CENTRAL MINING-DRESSING CGOK (METINVEST),1,0,2000,KRYVYI RIH,47.892365,33.406807,Exact,UKR0029
UKRAINE,3010531,ENERGOMASHSPETSSTAL (EMSS),2,0,1200,KRAMATORSK,48.774509,37.561787,Exact,UKR0030
UKRAINE,3010761,ZAPORIZHSTAL  (METINVEST),21,4,28622.5,ZAPOROZHJE,47.857843,35.160905,Exact,UKR0031
BYELORUSSIA,3020771,BYELORUSSIAN STEEL  WORKS (BMZ),16,0,10940,ZHLOBIN,52.855601,29.996915,Exact,BLR0001
BYELORUSSIA,3020801,MIORY ROLLING MILL (MMPZ-group),1,0,150,"MIORY, VITEBSKAYA",53.924526,27.511219,Exact,BLR0002
MOLDOVA,3030461,MOLDOVA I&ST WORKS,5,0,3900,RYBNITSA,47.777427,29.023662,Exact,MDA0001
GEORGIA,3040101,GEOSTEEL LLC,4,0,775,RUSTAVI,41.53913,45.022313,Exact,GEO0001
GEORGIA,3040571,RUSTAVI I&ST WORKS,8,0,320,RUSTAVI,41.5225612,45.0430369,Exact,GEO0002
AZERBAIJAN,3050021,BAKU STEEL,7,0,2500,BAKU PLANT,40.429985,49.888096,Exact,AZE0001
KAZAKHSTAN,3060101,SOKOLOV-SARBAI ,1,0,8500,"RUDNIY, KOSTANAY",50.1745286,12.6598918,Exact,KAZ0001
KAZAKHSTAN,3060201,Eurasian Natural Resources Corp,4,0,251,"RUDNIY TOWN, KOSTANAY",52.985683,63.145496,Exact,KAZ0002
KAZAKHSTAN,3060211,AKTOBE RAIL & SECTION WORKS LLP,1,0,430,AKTOBE,50.2839339,57.166978,Exact,KAZ0003
KAZAKHSTAN,3060271,ARCELORMITTAL TEMIRTAU JSC,29,4,50620,TEMIRTAU,50.051739,73.014433,Exact,KAZ0004
KAZAKHSTAN,3060301,CASPIAN STAL,6,0,1825,"AKTAU, WEST KAZAKHSTAN",50.9979628,50.1798261,Exact,KAZ0005
KAZAKHSTAN,3060311,EVRAZ KASPIAN STEEL,1,0,450,KOSTANAY,43.645577,51.241986,Exact,KAZ0006
UZBEKISTAN,3070711,UZBEKMETZAVOD,11,0,4270,"BEKABAD, TASHKENT",41.472659,69.581229,Exact,UZB0001
ARMENIA,3080011,ASCE GROUP OJSC,3,0,525,CHARENTSAVAN,40.4147433,44.6371627,Exact,ARM0001
EGYPT,3100011,DELTA STEEL MILL CO,7,0,535,MOSTOROD,30.1184295,31.2812635,Exact,EGY0001
EGYPT,3100021,EGYPTIAN COPPER WORKS,3,0,90,ALEXANDRIA,31.2000924,29.9187387,Approximate,EGY0002
EGYPT,3100031,EGYPTIAN IRON & STEEL,24,4,9800,HELWAN,29.7705196,31.3071343,Exact,EGY0003
EGYPT,3100051,AL EZZ DIKHEILA,21,0,14670,"EL-DIKHEILA, ALEXANDRIA",31.1219616,29.8063193,Exact,EGY0004
EGYPT,3100071,INTERN. ST. ROLLING M. (BESHAY STEEL),1,0,625,SADAT CITY,30.3876883,30.5677971,Exact,EGY0005
EGYPT,3100081,AL EZZ STEEL REBARS,5,0,3300,SADAT,30.3822286,30.5608093,Exact,EGY0006
EGYPT,3100082,AL EZZ STEEL REBARS,2,0,400,10th RAMADAN CITY,30.2472233,31.7385993,Exact,EGY0007
EGYPT,3100083,AL EZZ STEEL REBARS,4,0,4550,"SOKHNA, SUEZ",29.6857536,32.3221213,Exact,EGY0008
EGYPT,3100091,ARCOSTEEL,6,0,660,SADAT CITY,30.3864576,30.5662563,Exact,EGY0009
EGYPT,3100101,SUEZ STEEL CO,11,0,9870,"Attaqa Ind. Zone, Suez-City",29.9219873,32.4658093,Exact,EGY0010
EGYPT,3100131,AL EZZ FLAT STEEL,7,0,6800,"SOKHNA, SUEZ",29.6924808,32.3221263,Exact,EGY0011
EGYPT,3100141,ABU ZAABAL,7,0,750,"HELIOPOLIS W., CAIRO",30.0909837,31.322709,Approximate,EGY0012
EGYPT,3100151,THE EGYPTIAN FOUND.,1,0,0,KALIOBIA,30.3292368,31.2168466,Approximate,EGY0013
EGYPT,3100161,GALVA METAL,4,0,800,OBOUR CITY,30.187117,31.4508728,Exact,EGY0014
EGYPT,3100171,HELWAN COKE,2,0,1944,HELWAN,29.7748103,31.3113335,Exact,EGY0015
EGYPT,3100181,E.A.S.R.CO (BESHAY STEEL),6,0,5000,SADAT CITY,30.3858281,30.5680974,Exact,EGY0016
EGYPT,3100191,MISR NAT. STEEL CO,1,0,400,"ATAQA, SUEZ",29.943073,32.463038,Approximate,EGY0017
EGYPT,3100201,KANDIL STEEL,7,0,795,RAMADAN CITY,30.1869135,31.4518852,Exact,EGY0018
EGYPT,3100211,E.S.I.S.CO (BESHAY STEEL),5,0,6260,SADAT CITY,30.3871946,30.5767366,Exact,EGY0019
EGYPT,3100231,TAYBAH STEEL,3,0,1350,"AL MANSOURA, DAKAHLIA",24.5721971,46.8759856,Exact,EGY0020
EGYPT,3100241,EL MARAKBY STEEL,4,0,1290,GIZEH,29.9051731,30.8825449,Exact,EGY0021
JORDAN,3200011,NAT.STEEL INDUSTRY CO LTD,1,0,100,AWAJAN,32.0271756,36.0695558,Exact,JOR0001
JORDAN,3200021,JORDAN STEEL PLC,3,0,970,AMMAN,31.9539494,35.910635,Exact,JOR0002
ISRAEL,3300011,HOD ASSAF INDUSTRIES LTD,3,0,1200,KIRIAT HAPLADA AKKO,31.611148,34.768459,Exact,ISR0001
ISRAEL,3300012,HOD ASSAF INDUSTRIES LTD,2,0,300,KIRIAT GAT ROLLING MILL,31.611148,34.768459,Exact,ISR0002
ISRAEL,3300021,YEHUDA STEEL LTD,4,0,690,ASHDOD,31.8367098,34.6815262,Exact,ISR0003
ISRAEL,3300022,YEHUDA STEEL LTD,1,0,0,GEDERA,31.8123014,34.7770192,Exact,ISR0004
ALGERIA,3600011,ARCELORMITTAL ALGERIA,22,2,13890,"EL HADJAR, ANNABA",36.7912383,7.6966213,Exact,DZA0001
ALGERIA,3600021,TOSYALI ALGERIA,5,0,4900,ORAN,35.6970697,-0.6307988,Approximate,DZA0002
ALGERIA,3600022,TOSYALI ALGERIA,2,0,6500,BETHIOUA,35.7702333,-0.2646662,Exact,DZA0003
ALGERIA,3600041,ALGERIAN QATARI STEEL,10,0,12000,"BELLARA, JIJEL",36.7470901,6.248162,Exact,DZA0004
TUNISIA,3700011,EL FOULADH,7,0,560,MENZEL BOURGUIBA,37.1368265,9.8116997,Exact,TUN0001
TUNISIA,3700021,TUNISACIER,6,0,1240,BISERTA,37.2662571,9.8534802,Exact,TUN0002
TUNISIA,3700031,INTERMETAL,1,0,300,RADES,36.7991907,10.2878878,Exact,TUN0003
TUNISIA,3700041,SOCIETE DES ACIERES DE TUNISIE,2,0,300,BIR MCHERGA,36.5065712,10.0251507,Exact,TUN0004
LIBYA,3800012,LISCO,23,0,8110,MISURATA,32.3395082,15.2207975,Exact,LBY0001
MOROCCO,3900011,SONASID,2,0,600,NADOR,35.0330444,-2.9730248,Exact,MAR0001
MOROCCO,3900012,SONASID,4,0,2400,JORF LASFAR,33.1396946,-8.6024883,Exact,MAR0002
MOROCCO,3900021,MAGHREB STEEL,12,0,6700,"AIN SEBAA, CASABLANCA",33.6344004,-7.4348477,Exact,MAR0003
MOROCCO,3900031,UNIVERS ACIER,1,0,500,CASABLANCA,33.5014991,-7.4696802,Exact,MAR0004
SYRIA,4000011,GECO STEEL,6,0,530,"AL-ZARA, HAMA",32.5502809,35.8634815,Approximate,SYR0001
SYRIA,4000021,JOUD CO STEEL,1,0,150,LATAKIA,35.5235252,35.8319333,Exact,SYR0002
SYRIA,4000031,HMISHO STEEL,2,0,375,LATAKIA,35.5407103,35.7952667,Approximate,SYR0003
SYRIA,4000032,HMISHO STEEL,3,0,1560,HOMS,34.3638437,36.8012954,Exact,SYR0004
SYRIA,4000041,International Company for Steel Rolling S.A.,1,0,300,Hassia,34.4098757,36.7550147,Approximate,SYR0005
SAUDI ARABIA,4100011,NATIONAL STEEL CO,5,0,4000,DAMMAM,26.2440158,49.9675242,Exact,SAU0001
SAUDI ARABIA,4100021,SAUDI IRON & STEEL CO,19,0,15955,"HADEED I, AL JUBAIL",27.0158181,49.5750728,Exact,SAU0002
SAUDI ARABIA,4100022,SAUDI IRON & STEEL CO,17,0,14620,"HADEED II, AL JUBAIL",27.0176909,49.5705903,Exact,SAU0003
SAUDI ARABIA,4100031,ITTEFAQ STEEL PROD. FACTORY,3,0,835,DAMMAM,26.2399449,49.9892509,Exact,SAU0004
SAUDI ARABIA,4100032,ITTEFAQ STEEL PROD. FACTORY,2,0,1400,JEDDAH,21.4439106,39.5909992,Exact,SAU0005
SAUDI ARABIA,4100041,UNIVERSAL METAL COAT.,4,0,1250,AL JUBAIL,27.0159162,49.5299362,Exact,SAU0006
SAUDI ARABIA,4100051,UNITED SULB COMPANY,1,0,450,JUBAIL INDUSTR. CITY,27.014178,49.532442,Exact,SAU0007
SAUDI ARABIA,4100061,S.I.D.C. METAL COATING CO,1,0,80,BAHRA,21.3795302,39.4346706,Approximate,SAU0008
SAUDI ARABIA,4100071,AL RAJHI STEEL ,5,0,3550,JEDDAH,21.290572,39.1817703,Exact,SAU0009
SAUDI ARABIA,4100072,AL RAJHI STEEL ,1,0,500,RIYADH,24.3852747,47.2392585,Exact,SAU0010
SAUDI ARABIA,4100081,AL ATOUN STEEL INDUSTRIES,4,0,3230,"YANBU INDUSTR. CITY II, MEDINA",23.9845503,38.2016503,Approximate,SAU0011
SAUDI ARABIA,4100091,SOUTH STEEL (SOLB),6,0,4000,JIZAN ECONOMIC CITY,17.2984233,42.3506242,Exact,SAU0012
SAUDI ARABIA,4100101,AL YAMAMAH CO,1,0,600,YANBU,26.272144,49.9510155,Exact,SAU0013
SAUDI ARABIA,4100121,AL QARAYN STEEL,4,0,750,DAMMAM,26.2831356,49.9550341,Exact,SAU0014
SAUDI ARABIA,4100131,RABIGH STEEL,1,0,300,RABIGH,22.7572953,39.0709584,Exact,SAU0015
QATAR,4200011,QATAR STEEL CO,18,0,12320,MESAIEED INDUSTRIAL CITY,24.9499171,51.5804913,Exact,QAT0001
QATAR,4200021,AL WATANIA STEEL,1,0,400,DOHA,25.1581497,51.4008725,Exact,QAT0002
UNITED ARAB EMIRATES,4300221,AL NASSER IND. ENTERPRISES,4,0,1280,ABU DHABI,24.3055576,54.4838349,Exact,ARE0001
UNITED ARAB EMIRATES,4300231,UNITED STEEL INDUSTRIES (USI),2,0,950,FUJAIRAH FREE ZONE,25.2025464,56.3483396,Exact,ARE0002
UNITED ARAB EMIRATES,4300311,EMIRATES STEEL INDUSTRIES (ESI),8,0,9140,"MUSAFFAH I, ABU DHABI",24.3331132,54.468348,Exact,ARE0003
UNITED ARAB EMIRATES,4300312,EMIRATES STEEL INDUSTRIES (ESI),5,0,8040,"MUSAFFAH II, ABU DHABI",24.3331132,54.468348,Exact,ARE0004
UNITED ARAB EMIRATES,4300321,BILDCO,1,0,300,ABU DHABI,24.3811136,54.4745632,Exact,ARE0005
UNITED ARAB EMIRATES,4300331,INTER STEEL FZE,3,0,2100,FUJAIRAH,25.5474281,55.6862749,Exact,ARE0006
UNITED ARAB EMIRATES,4300341,AL GHURAIR IRON & STEEL,4,0,1270,"MUSAFFAH, ABU DHABI",25.4504478,55.5328843,Exact,ARE0007
UNITED ARAB EMIRATES,4300351,SUNRISE METAL COATING LLC,1,0,100,DUBAI,24.9861865,55.1543474,Exact,ARE0008
UNITED ARAB EMIRATES,4300361,RAK STEEL,1,0,500,AL GHAIL IND. PARK,25.3899494,55.9660856,Exact,ARE0009
UNITED ARAB EMIRATES,4300401,QATAR STEEL CO,2,0,550,"JEBEL ALI FREE ZONE, DUBAI",24.9649712,55.0542418,Exact,ARE0010
UNITED ARAB EMIRATES,4300411,HAMRIYAH STEEL,1,0,1000,"SHARJAH, DUBAI",25.4504478,55.5328843,Exact,ARE0011
UNITED ARAB EMIRATES,4300421,STAR STEEL INTERNATIONAL LLC,2,0,600,"SHARJAH, DUBAI",25.4667608,55.5128423,Exact,ARE0012
UNITED ARAB EMIRATES,4300431,CONARES METAL SUPPLY LTD,1,0,500,"JEBEL ALI FREE ZONE, DUBAI",24.9657994,55.071649,Exact,ARE0013
UNITED ARAB EMIRATES,4300441,UNITED METAL COATING,5,0,975,DUBAI INDUSTRIAL CITY,24.8302419,55.0707503,Exact,ARE0014
OMAN,4310011,SOHAR STEEL R. MILLS LLC,5,0,2220,PORT OF SOHAR,24.4999324,56.5985487,Exact,OMN0001
OMAN,4310021,MODERN STEEL MILLS,3,0,600,RUSAYL,23.5577825,58.2128875,Exact,OMN0002
OMAN,4310031,JINDAL SHADEED IRON & STEEL,7,0,15400,PORT OF SOHAR,24.500129,56.6025873,Exact,OMN0003
OMAN,4310041,VALE OMAN PELLETIZING CO,2,0,9000,PORT OF SOHAR,24.5074833,56.5901125,Exact,OMN0004
OMAN,4310051,AL JAZEERA STEEL PRODUCTS,1,0,300,SOHAR,24.4387937,56.5930223,Exact,OMN0005
OMAN,4310061,FOULATH-JFE,1,0,7000,SALALAH,17.0506675,54.1065864,Approximate,OMN0006
OMAN,4310071,MUSCAT STEEL INDUSTRIES,3,0,550,RUSAYL,23.5522731,58.1964901,Exact,OMN0007
OMAN,4310081,HADID MAJAN LLC,1,0,210,RUSAYL,23.5520675,58.2109576,Exact,OMN0008
BAHRAIN,4320101,BAHRAIN STEEL,2,0,11000,HIDD INDUSTRIAL AREA,26.1984371,50.6791603,Exact,BHR0001
BAHRAIN,4320111,UNITED STAINLESS STEEL CO,3,0,369,HIDD INDUSTRIAL AREA,26.2025414,50.6747027,Exact,BHR0002
BAHRAIN,4320121,UNIVERSAL ROLLING (UNIROL),1,0,200,HIDD INDUSTRIAL AREA,26.2086057,50.6688425,Exact,BHR0003
BAHRAIN,4320131,UNITED STEEL CO (SULB),5,0,4650,HIDD INDUSTRIAL AREA,26.1981353,50.6764662,Exact,BHR0004
KUWAIT,4330101,UNITED STEEL INDUSTRIAL CO (KWTSTEEL),4,0,2990,SHUAIBA INDUSTRIAL AREA,28.9895836,48.1327837,Exact,KWT0001
KUWAIT,4330201,KUWAIT REINFORCED STEEL MG.,1,0,350,KUWAIT,29.375859,47.9774052,Exact,KWT0002
SOUTH AFRICA,4500011,CAPE TOWN I&ST.WORKS,4,0,840,KUILSRIVER,-33.941385,18.7066398,Approximate,ZAF0001
SOUTH AFRICA,4500031,EVRAZ HIGHVELD ST. & VANADIUM ,13,0,6000,WITBANK,-25.8846535,29.0875152,Exact,ZAF0002
SOUTH AFRICA,4500042,ARCELORMITTAL SOUTH AFRICA,42,2,35145,VANDERBIJLPARK,-26.6598858,27.8140992,Exact,ZAF0003
SOUTH AFRICA,4500043,ARCELORMITTAL SOUTH AFRICA,13,1,14910,NEWCASTLE,-27.6969489,29.999277,Exact,ZAF0004
SOUTH AFRICA,4500044,ARCELORMITTAL SOUTH AFRICA,1,0,150,DUNSWART-BENONI,-26.2045064,28.2811557,Approximate,ZAF0005
SOUTH AFRICA,4500046,ARCELORMITTAL SOUTH AFRICA,8,0,1353,VEREENIGING,-26.6638742,27.8161307,Exact,ZAF0006
SOUTH AFRICA,4500051,MICROSTEEL LTD.,5,0,430,DURBAN,-29.9866228,30.9293081,Exact,ZAF0007
SOUTH AFRICA,4500061,SCAW METALS,11,0,3065,GERMISTON,-26.2729235,28.162616,Exact,ZAF0008
SOUTH AFRICA,4500071,COLUMBUS STAINLESS,15,0,3485,MIDDELBURG,-25.7946502,29.4965523,Exact,ZAF0009
SOUTH AFRICA,4500091,DAVSTEEL,5,0,1640,VANDERBIJLPARK,-26.6597591,27.8551206,Exact,ZAF0010
SOUTH AFRICA,4500092,DAVSTEEL,1,0,40,ZONDERWATER,-26.2042284,28.293259,Exact,ZAF0011
SOUTH AFRICA,4500121,ARCELORMITTAL SOUTH AFRICA,8,0,8135,SALDANHA BAY,-32.9795424,18.0213788,Exact,ZAF0012
SOUTH AFRICA,4500131,SAFAL STEEL PTY LTD,4,0,700,"DURBAN, KWAZULU NATAL",-29.8586804,31.0218404,Approximate,ZAF0013
SOUTH AFRICA,4500141,DUFERCO STEEL PROC.,5,0,1750,SALDANHA,-32.9771816,17.9921079,Exact,ZAF0014
SOUTH AFRICA,4500151,KALAGADI MANGANESE PTY LTD,1,0,2400,"HOTAZEL, CAPE PROV.",-27.2047154,22.9003462,Exact,ZAF0015
SOUTH AFRICA,4500161,XSTRATA MERAFE,1,0,600,RUSTENBURG,-25.622537,27.2167333,Exact,ZAF0016
ZIMBABWE,4600021,ESSAR STEEL ZIMBABWE,14,2,6650,REDCLIFF,-19.0130611,29.7498013,Exact,ZWE0001
NIGERIA,4700101,JOS STEEL ROLLING CO (IUD),2,0,210,JOS,9.8069141,8.870667,Exact,NGA0001
NIGERIA,4700111,WEMPCO,1,0,300,LAGOS,6.6302651,3.343911,Exact,NGA0002
NIGERIA,4700201,DELTA STEEL CO LTD,9,0,3780,WARRI,5.4817931,5.767779,Exact,NGA0003
NIGERIA,4700301,"AJAOKUTA STEEL CO., LTD",2,0,540,AJAOKUTA,7.5108146,6.6839671,Exact,NGA0004
NIGERIA,4700421,KATSINA ST.ROLLING,2,0,210,KATSINA,12.9601617,7.6291433,Exact,NGA0005
NIGERIA,4700431,LAPEC,2,0,100,LAPEC EPE,6.5945951,3.9776389,Approximate,NGA0006
NIGERIA,4700441,NIGERSTEEL CO,1,0,80,ENUGU,6.4740853,7.572485,Exact,NGA0007
NIGERIA,4700451,NTEGRATED STEEL (ex OSHOGBO ST.ROLL),2,0,207,OSHOGBO,7.8138189,4.5862827,Exact,NGA0008
NIGERIA,4700461,NIGERIAN SPANISH ENG. LTD,2,0,100,KANO,11.9558148,8.4996678,Exact,NGA0009
NIGERIA,4700471,MIDLAND ROLLING MILLS LTD,2,0,450,"ABEOKUTA, OGUN",7.1147352,3.2975851,Exact,NGA0010
NIGERIA,4700481,KAM INDUSTRIES,3,0,300,LAGOS,6.5197096,3.3251022,Exact,NGA0011
NIGERIA,4700491,SMC-STANDARD METALLURGICAL CO,4,0,1040,SHAGAMU,6.7961035,3.6169893,Exact,NGA0012
ZAIRE,4800011,STE NATIONALE DE SID,7,0,590,MALUKU,2.757554,20.935419,Approximate,COD0001
ANGOLA,4900011,ACERIA DE ANGOLA SA,5,0,850,"BARRA DO DANDE, BENGO PROV.",-8.472613,13.36302,Exact,AGO0001
