uid,latitude,longitude,reported_capacity,num_labelers,plant_type,production_type,plant_area_mean,plant_area_median,plant_area_max,kiln_area_mean,kiln_area_median,kiln_area_max
FRA0021,48.382974,-4.467646,,3,Grinding,Wet,174281.55182021836,134937.1398581831,255831.30833487143,0.0,0.0,0.0
FRA0022,43.401724,3.713863,,3,Grinding,Wet,77570.45869892059,25705.78297463947,182906.12652719358,0.0,0.0,0.0
FRA0023,51.044533,2.326449,,3,Grinding,Wet,48034.33352426614,42692.84823451904,83455.52977492254,0.0,0.0,0.0
FRA0024,44.912965,-0.535878,,2,Grinding,Wet,239266.78592706216,239266.78592706216,466751.60465053254,0.0,0.0,0.0
FRA0025,43.799009,7.326102,,3,Integrated,Dry,28376.188187620046,25874.73782041418,38162.86081085778,196.50459912396164,193.06635250548905,242.93789654992926
FRA0026,45.614734,0.10411,,3,Integrated,Dry,117111.02632044756,118959.0082912148,153691.16793772744,346.2367751882121,327.5067946650792,522.572044899731
FRA0027,49.467215,0.317085,,3,Integrated,Dry,467611.3895006986,503728.0076077031,540348.9350379102,475.3329272035953,476.46447464916395,521.735061340649
FRA0028,44.520718,4.688932,,2,Grinding,Dry,134939.4872948227,134939.4872948227,137397.9380321693,0.0,0.0,0.0
FRA0030,45.865692,4.659723,,3,Integrated,Dry,64913.1973021805,63119.16656712047,69454.77205800121,249.2234482008652,279.1787877277611,287.88348307582925
FRA0031,43.186126,0.99038,,3,Integrated,Dry,129506.66161658874,99630.8565533025,213103.23384323646,1247.5359354128582,1138.8768023813661,1508.6325549518585
FRA0032,43.024394,3.029105,,3,Integrated,Dry,116403.70903391852,124395.59748918744,125164.70968765116,131.8515823401133,125.00439536530813,150.05593964807105
FRA0033,48.108869,-1.035972,,3,Integrated,Dry,263659.57602731744,257396.87694214223,303421.92470577953,296.2870264223305,310.39326344379555,370.12049158892376
FRA0034,43.419334,5.386825,,3,Integrated,Dry,117230.2195112357,104009.33595020308,176612.17980046885,338.03025654097553,324.5293021487671,510.18013217028016
FRA0035,43.421739,4.868754,,3,Grinding,Wet,48023.843374593904,47243.703618974905,52758.97745739609,9.140493813200953,0.0,27.42148143960286
FRA0036,45.288876,5.635106,,3,Grinding,Wet,48472.04078945438,55232.62906310152,61786.43972875658,0.0,0.0,0.0
FRA0037,46.250804,3.424963,,3,Integrated,Dry,145872.29908521462,128513.7970247153,187755.19145598385,295.70485433818317,316.45350239643204,337.5338315518283
FRA0038,43.793674,7.374769,,3,Integrated,Dry,193618.78525027304,114171.73556128397,373824.2303435976,512.457442645965,510.5801342985182,536.7117435228099
FRA0039,45.804972,5.421124,,3,Integrated,Dry,201155.79862782836,130884.17947158946,366986.33042670065,271.55684916914754,284.2825501197103,298.1810395308369
FRA0040,45.230667,5.668787,,3,Integrated,Dry,105729.69280718162,93230.9754539763,138758.32178216838,257.49253117734196,274.1442961366392,306.6307007036955
FRA0041,45.3717,5.749672,,3,Grinding,Wet,9763.882975914257,8934.970362724407,15494.390595337449,0.0,0.0,0.0
FRA0042,48.563372,6.109185,,3,Integrated,Dry,125975.80472210079,120306.13593783783,216299.0645833125,488.78084871431844,522.3941543111516,676.3455067630646
FRA0043,46.160078,-1.229156,,3,Grinding,Wet,195078.2372011378,117275.59850131984,379201.3422841272,0.0,0.0,0.0
FRA0044,49.237354,1.225029,,3,Grinding,Wet,25989.00083258254,18316.016524184157,43448.13385816733,0.0,0.0,0.0
FRA0045,45.567599,5.901332,,3,Grinding,Wet,72574.33186645288,86349.47520202912,102740.94321045157,0.0,0.0,0.0
FRA0046,49.462258,0.260684,,3,Grinding,Wet,139187.2560458922,107646.7427065729,233349.28524847268,0.0,0.0,0.0
FRA0047,43.424239,4.867023,,3,Grinding,Wet,97049.74214370697,47173.85971625544,200183.75748646588,0.0,0.0,0.0
FRA0048,44.406998,0.300991,,3,Grinding,Wet,106741.67285964478,120512.74571017364,155560.78351057938,0.0,0.0,0.0
GAB0001,1.637393,13.545565,,1,Grinding,Wet,2440167.1409687144,2440167.1409687144,2440167.1409687144,0.0,0.0,0.0
GAB0002,0.312079,9.490582,0.5,3,Grinding,Wet,106550.88422766534,49543.75892516446,221918.69814905545,0.0,0.0,0.0
GAB0003,0.373289,9.750836,,3,Integrated,Wet,133003.3551441188,80033.36657056415,264901.03342480975,808.2557870508234,804.9854439468247,990.5796804589011
GBR0001,54.618105,-6.767677,,3,Grinding,Wet,88574.85348951354,95502.6675302709,104622.51100340407,0.0,0.0,0.0
GBR0002,53.044003,-1.875169,,3,Grinding,Wet,99843.83116190865,115325.17019524035,138337.20638607748,0.0,0.0,0.0
GBR0003,53.675822,-0.529654,,3,Grinding,Wet,117929.12335120876,122015.20704044803,156995.77589492197,0.0,0.0,0.0
GBR0004,52.377293,-1.286254,,3,Integrated,Dry,134457.69933217397,135933.93768698373,196852.60226894592,219.59704316071742,224.94985102585377,244.62665156856804
GBR0005,51.457535,0.351728,,3,Grinding,Wet,61542.446515043106,60156.52495352492,66183.488201259,0.0,0.0,0.0
GBR0006,53.571377,-0.6155,,3,Grinding,Wet,64853.86415449835,69887.66943412747,72905.12449136822,0.0,0.0,0.0
GBR0007,53.888913,-2.383373,,3,Integrated,Dry,212882.52187644292,221105.85267571546,260031.25393217427,251.1543461731506,231.6027317420853,309.1502229753479
GBR0008,53.152678,-3.061635,,3,Integrated,Dry,161676.92072134066,139813.18547597408,206382.6762055971,170.38781810793847,249.39374852817372,261.7697057956417
GBR0010,54.59506,-1.169809,,3,Grinding,Wet,155334.35861215144,32971.51003537662,415598.06999491,0.0,0.0,0.0
GBR0011,52.640356,-0.547016,,3,Integrated,Dry,332440.39278408,417349.376394428,491118.4954593693,485.5273857280448,487.84839713028197,509.9702033742341
GBR0012,51.471516,0.261598,,3,Grinding,Wet,41636.46056428489,51510.288357125835,52249.07526435127,28.562821760248173,0.0,85.68846528074452
GBR0013,53.337916,-1.751755,,3,Integrated,Dry,142155.13201436953,206081.62970469,207677.5383745404,576.1721887682322,576.1077663290985,622.3481762092571
GBR0014,54.143487,-7.572383,,3,Integrated,Dry,129309.09170636353,141764.95419914223,164429.583168703,344.41258659895004,396.65171428909895,401.23108181715304
GBR0015,52.907516,-0.905543,,3,Grinding,Wet,44080.72035449233,58462.07527157551,59650.8470837586,0.0,0.0,0.0
GBR0016,51.397546,-3.392125,,3,Integrated,Dry,86248.17995921843,107866.59891406418,114906.44923377981,268.06150251160875,233.91850628854843,343.30190068618487
GBR0017,53.265267,-1.851891,,3,Grinding,Wet,808328.6907866461,507260.3993734851,1896511.2021279447,34.960434361566314,0.0,104.88130308469894
GBR0018,55.979125,-2.47192,,3,Grinding,Dry,179586.0342053483,129046.10346139342,321507.4671309101,0.0,0.0,0.0
GBR0019,51.584677,-3.787058,,3,Grinding,Wet,13853.798076270525,18534.71238845285,23026.681840358724,0.0,0.0,0.0
GEO0002,41.917342,44.41763,,3,Integrated,Dry,253094.78640631886,260023.80108012684,316218.6008534261,2364.5998577268792,2427.521472742326,2510.3674676394203
GEO0003,42.161275,41.677186,,3,Grinding,Wet,105263.244036006,59248.659694616494,241976.51750932325,0.0,0.0,0.0
GEO0004,41.513089,45.047818,,3,Integrated,Dry,358930.2939498131,317375.92146596615,465739.80863026675,1272.5528035858786,1091.3863452132964,2044.0383572370552
GEO0006,41.815251,44.850631,,3,Grinding,Wet,6286.906004548836,6042.413053103184,7862.649543820328,0.0,0.0,0.0
GHA0001,6.15335,1.179772,,3,Grinding,Wet,85006.36295948787,100014.41297131167,136612.616612552,0.0,0.0,0.0
GHA0002,4.891983,-1.745828,,3,Grinding,Wet,135089.3735905838,134639.52798963158,223354.96030141064,0.0,0.0,0.0
GHA0003,5.637128,0.007768,,3,Grinding,Wet,219195.05677114215,142482.07165783044,420351.38491101237,0.0,0.0,0.0
GHA0004,8.790301,-1.502071,,3,Integrated,Dry,235952.22788071647,229179.69306664588,261898.10488446816,144.86542652215783,136.52016991274584,163.1320422177663
GHA0005,4.885591,-1.876222,,3,Grinding,Wet,166708.6323863821,205591.2334031416,237455.173272843,0.0,0.0,0.0
GHA0006,5.704645,0.017442,1.0,3,Grinding,Wet,255328.0125820973,64255.49846360869,642216.2797767868,0.0,0.0,0.0
GHA0007,5.621991,-0.014344,1.5,3,Grinding,Wet,372811.2393371069,62008.22588667101,1024258.811459546,0.0,0.0,0.0
GIN0001,9.723527,-13.495906,0.5,3,Grinding,Wet,160605.69995777885,59874.79687949008,368974.56723255425,0.0,0.0,0.0
GIN0002,9.678982,-13.532937,,3,Grinding,Wet,58767.97568411689,71009.73672778337,85306.42781871575,0.0,0.0,0.0
GIN0003,9.726733,-13.487934,,3,Grinding,Wet,94917.62605855292,95293.91788232488,131036.034521093,0.0,0.0,0.0
GLP0001,16.234261,-61.55259,,3,Grinding,Wet,87686.1718723185,46689.65730574957,194682.9541269054,0.0,0.0,0.0
GRC0001,38.035179,23.592877,,3,Integrated,Dry,132622.3889627478,63558.958372339664,310003.0094074485,311.3865121373918,312.9965139918981,355.9676358541599
GRC0003,38.375031,24.063021,,3,Integrated,Dry,391536.3948525204,270287.71036315337,838372.3270171944,433.65656951521953,335.78141757881485,649.263790190652
GRC0004,39.353176,22.985873,,3,Integrated,Dry,325106.5913983269,296136.6893769251,442901.6927579094,868.392414557821,779.7172748760574,1196.102432906196
GRC0005,38.041955,23.533322,,3,Grinding,Wet,150033.44129204142,178078.4615609185,231993.38104658545,270.1621610007552,0.0,810.4864830022656
GRC0006,38.334436,21.848612,,3,Integrated,Dry,200401.98250906187,198575.83448911353,288575.54512741975,420.6860128484156,384.2026272557964,606.9086524815912
GRC0007,40.699271,22.9527,,3,Integrated,Dry,201643.48993454975,251194.5564932358,269428.83918980614,209.21129886269236,170.79624682723397,289.70940880112045
GRC0008,38.129892,23.527035,,3,Integrated,Dry,216476.43458293844,193432.27515686332,309322.3251490711,899.361963471394,648.3103786215593,1408.9614105725782
GTM0001,14.667587,-90.496936,0.18,3,Integrated,Wet,75753.82584136215,82685.79061622971,112526.31715035324,429.42880230944536,516.4265698872108,649.5334365077313
GTM0002,14.735452,-90.703316,2.2,3,Integrated,Dry,564259.2744003962,553041.8425768114,1119977.5836555266,319.31456683279146,314.210236422388,422.7619972269561
GTM0003,14.813632,-90.278771,2.93,2,Integrated,Dry,486384.97602432105,486384.97602432105,922854.4879242524,263.3319057478617,263.3319057478617,381.7404817718878
GTM0004,13.969258,-90.794927,0.5,3,Grinding,Wet,106149.71115959388,116785.76978509055,168616.84368763652,0.0,0.0,0.0
GTM0006,13.949557,-90.794503,,3,Grinding,Wet,67793.03770139751,53697.746872407006,124186.78056087952,0.0,0.0,0.0
GUF0001,4.85719,-52.277433,,3,Grinding,Wet,32656.08213690469,23451.705643932157,59625.651539714854,0.0,0.0,0.0
HND0001,14.513662,-87.651796,,3,Grinding,Dry,153065.15800521904,187556.44466085595,234384.72805727346,0.0,0.0,0.0
HND0002,15.706281,-87.93079,,3,Integrated,Dry,319291.8497990307,317294.3885914129,534757.1601918762,576.7256949239611,510.56617057806966,932.9691834394814
HND0004,13.447914,-87.426813,,3,Grinding,Wet,54428.28371851178,46674.295892719376,99882.44816115062,0.0,0.0,0.0
HRV0001,43.540248,16.44147,,3,Integrated,Dry,208712.40791227474,135498.4075517512,363965.9085470318,279.0413763519253,278.0063194734349,300.8261321929663
HRV0003,43.538189,16.463974,,3,Integrated,Dry,96090.46243775035,89625.5318147539,118568.85994635177,275.6855122451938,309.43855487471365,319.56374317749686
HRV0004,44.96591,14.121623,,3,Integrated,Dry,102090.94637877797,104788.73003471525,109641.96505325242,254.55913847087797,216.9791533931308,334.9254421110548
HRV0005,45.451822,18.035842,,3,Integrated,Dry,138842.924435335,134059.543708395,158727.73154943876,268.0309142809268,268.6215673242589,277.27165704066164
HRV0006,44.865469,13.828314,,3,Grinding,Wet,50471.45797822966,50451.64925303148,58263.00376182291,0.0,0.0,0.0
HTI0001,18.713032,-72.386871,,3,Integrated,Wet,78030.98081256119,27338.110350602765,180544.83966834197,432.74636094769454,386.3442933489573,543.1802118087546
HUN0002,47.750282,18.505678,,3,Grinding,Wet,34667.918375078414,23626.047159663583,68112.28179690921,0.0,0.0,0.0
HUN0003,48.065841,20.797178,,3,Integrated,Dry,287337.1521681974,272997.518488212,509343.4060299296,739.3859032911199,569.012662171807,1097.0689418815589
HUN0004,45.810911,18.39875,,3,Integrated,Dry,513804.2945620397,446804.95553876506,1013949.5711785431,227.10307116922283,233.1570591566373,260.6170636342529
HUN0005,47.809209,19.101728,,3,Integrated,Dry,412252.7812192413,460386.2446778213,724648.4070815692,156.52458365467498,156.92344987853323,188.4352748437824
HUN0006,46.015894,17.983862,,3,Integrated,Dry,265170.3229421027,141098.75613108202,531676.5761235079,278.9285715994729,243.12067231853874,392.2426665372968
IDN0001,-0.997604,134.024306,,3,Integrated,Dry,690347.2743948163,423106.8906266587,1282890.6502972988,334.7102317614544,350.682448351971,351.2836914917231
IDN0002,-2.060086,115.570212,,3,Integrated,Dry,647261.2055318514,758244.7836610909,773260.3731660388,573.3805428582095,569.2187539642335,606.9074735083022
IDN0003,-6.954596,106.247008,,3,Grinding,Dry,830323.7832495779,769803.6452731681,1333814.4599356207,0.0,0.0,0.0
IDN0006,-7.687489,109.022305,,3,Grinding,Dry,456950.1456939834,366434.47875014506,643559.7117712026,0.0,0.0,0.0
IDN0007a,-6.022556,105.960336,,3,Grinding,Wet,132504.87400553163,63315.87551188396,273525.3957864778,0.0,0.0,0.0
IDN0007b,-6.020475,105.958559,,3,Grinding,Wet,68463.43845459483,66647.61239838251,118009.3102812802,0.0,0.0,0.0
IDN0008,-6.461181,106.93356,,3,Grinding,Dry,816680.3169277833,822331.4135530341,961962.3231323779,0.0,0.0,0.0
IDN0009,-6.816613,111.88583,,3,Integrated,Dry,627516.4787887633,613339.6899429644,689834.0347832135,263.4995586573203,0.0,790.4986759719609
IDN0011,-6.479811,106.899118,4.4,3,Grinding,Dry,1710906.2208385593,2128656.0983179705,2175707.4343398786,0.0,0.0,0.0
IDN0013,-6.705337,108.401523,,3,Grinding,Dry,630024.7141776801,664813.5460050805,785267.3290189935,0.0,0.0,0.0
IDN0015,-3.271007,116.105835,,3,Grinding,Dry,715442.3974042652,747037.0265554956,755081.8499153048,0.0,0.0,0.0
IDN0017,5.451139,95.246351,,3,Integrated,Dry,311190.874103318,308099.42135047616,365671.2722983981,387.089828418152,295.89733739956336,589.1889825141191
IDN0018,-6.976614,106.86075,,3,Grinding,Dry,238591.1057397959,280708.66361920116,435064.6536001865,67.97532324406252,0.0,203.92596973218755
IDN0020,-4.11672,104.161595,,3,Grinding,Dry,225608.78864793267,249652.24588320727,251542.1872817146,0.0,0.0,0.0
IDN0021,-3.023469,104.745325,,3,Grinding,Wet,39046.98891363255,42554.532697017865,46791.691687830855,0.0,0.0,0.0
IDN0023,-5.459666,105.316406,,3,Grinding,Wet,38602.58392650626,37978.68604007303,41425.5758332053,0.0,0.0,0.0
IDN0024,1.058782,104.136023,,3,Grinding,Wet,105621.10305145105,96769.2231830596,138607.0622703118,0.0,0.0,0.0
IDN0025,-4.947312,119.626973,,3,Grinding,Dry,654018.2476370198,574193.4559913051,863993.2302602184,0.0,0.0,0.0
IDN0027,-0.947827,100.469967,,3,Grinding,Dry,1271867.6973632474,1277509.7597096108,1743341.6423756944,0.0,0.0,0.0
IDN0028,5.485878,95.890146,,3,Grinding,Wet,472481.06934986927,553291.6717049159,614726.8512721622,0.0,0.0,0.0
IDN0030,-4.789565,119.616409,5.98,3,Grinding,Dry,999946.9766394863,930627.2249661519,1264313.1874602158,0.0,0.0,0.0
IDN0031,-6.865493,111.91075,,3,Grinding,Dry,2055382.3538668184,2038777.4273181898,2129797.80364616,0.0,0.0,0.0
IDN0033,-10.194909,123.540076,,3,Grinding,Dry,346168.8459971382,373251.48507075926,382581.16181545454,0.0,0.0,0.0
IDN0034,-5.892955,106.082135,,3,Grinding,Wet,415672.5603966436,479556.09419379296,684567.7776797949,0.0,0.0,0.0
IDN0035,-8.347011,113.493513,,3,Integrated,Dry,474398.8447692178,481691.126935882,488690.11646107904,465.0112971602021,424.1776314967717,557.4046202885958
IDN0036,0.895624,124.081963,,3,Integrated,Dry,540280.6850634327,623405.7945490145,644703.7973954809,383.97430863389997,382.15061157644055,413.89724087665235
IDN0038,0.036994,109.229753,,3,Grinding,Wet,8739.757602838901,8085.782746579217,10067.59304413986,0.0,0.0,0.0
IDN0039,-7.437673,109.074232,,3,Integrated,Dry,275438.2709505721,293037.9716589247,297099.127398118,336.1051928623051,349.02342542737756,398.0413484253724
IDN0040,-7.11774,112.619226,,3,Grinding,Wet,95417.1691239746,93199.17818484358,100342.8640186497,0.0,0.0,0.0
IDN0041,-6.458694,107.21258,,3,Grinding,Dry,582214.3850461873,603299.3904890396,621272.6481455563,0.0,0.0,0.0
IDN0042,-6.037467,105.98515,,3,Grinding,Wet,79318.34146632388,83083.56648941392,90456.26483447923,0.0,0.0,0.0
IDN0043,-6.000861,106.084451,,3,Grinding,Wet,183467.1376539576,86072.26831231295,423837.9584598156,0.0,0.0,0.0
IDN0044,-5.955711,106.10388,,3,Grinding,Wet,65947.63236818282,31668.152818881656,138923.0425972045,0.0,0.0,0.0
IND0002,23.663137,86.500554,,3,Grinding,Wet,294110.8078856825,277116.7137491554,340641.1857720203,0.0,0.0,0.0
IND0003,21.372104,83.61546,,3,Integrated,Dry,501668.03269310266,498175.5634990771,510666.6872370093,219.6403629793806,202.26226949810825,258.10254523506165
IND0004,31.413701,76.834892,,3,Integrated,Dry,317285.4594165977,232893.4715996755,500517.10071141797,340.1976768985671,340.2579762120522,507.3986531560769
IND0005,19.919046,79.113259,,3,Integrated,Dry,518542.00166454865,490989.6215724647,584644.3580586263,670.2836976917563,581.9475251649956,988.2693778233522
IND0006,21.239354,81.383196,,3,Integrated,Dry,775087.6003653163,771147.4590502034,789222.5121620968,852.3940761115891,970.8438756112264,1176.3293264925983
IND0007,22.424461,85.753248,,3,Integrated,Dry,416027.5367445116,437586.55972758686,469207.02333865064,305.0624359426396,298.22323931554945,329.6034524576833
IND0008,15.216119,76.781632,,3,Grinding,Wet,338568.8756142636,289896.49232589593,438029.4730097909,0.0,0.0,0.0
IND0009,24.054744,80.613003,,3,Integrated,Dry,650066.2360566432,684158.4973916722,842370.9292651458,472.487977911598,483.77685210978115,510.0359526314981
IND0010,25.670752,76.188927,,3,Integrated,Dry,210758.6082130219,206283.70037645314,224040.07106904514,287.81688735670474,281.8692311438452,315.2396644211933
IND0011,10.906571,76.955751,,3,Integrated,Dry,147359.5113507907,145560.39066542906,160352.36988449126,149.85569777782192,156.10040207185432,158.78983827412836
IND0012,23.637114,86.887733,,3,Integrated,Wet,186373.37573834404,137944.47844965768,285574.13698563655,66.43310599258352,94.61114857991596,104.68816939783459
IND0013,26.190592,81.706283,,3,Grinding,Wet,260835.70248374264,252747.6294493542,301298.4592459893,0.0,0.0,0.0
IND0014,13.499152,77.509404,,3,Grinding,Wet,199543.4576183927,175360.17588864075,328551.28546410264,0.0,0.0,0.0
IND0015,17.062828,76.978304,,3,Integrated,Dry,886175.3114744186,754211.8749590999,1653141.4367011427,915.246975965186,697.8172788721907,1400.3619121177103
IND0016,25.19169,92.359261,,2,Grinding,Dry,787524.4733982962,787524.4733982962,1178742.1138182671,0.0,0.0,0.0
IND0017,15.49227,74.026419,,3,Grinding,Wet,80407.65727369455,44680.008917488085,155464.77909999553,0.0,0.0,0.0
IND0018,20.83622,70.69306,,3,Integrated,Dry,513318.7730161298,480822.04842140956,746640.6181633438,340.53101416724934,314.99719587050686,435.7946890548465
IND0019,30.233638,74.912213,,3,Grinding,Wet,253413.64484424875,173041.10786969482,441586.7469898137,129.11174419863565,0.0,387.335232595907
IND0020,31.258581,76.924968,,3,Integrated,Dry,306222.18096129474,209244.9499963825,538629.3698706144,541.0542997108575,469.3767940371931,738.4695125376281
IND0021,28.570512,77.546556,,3,Grinding,Wet,358885.7127621935,402061.33824424876,435322.25995275576,0.0,0.0,0.0
IND0022,22.569254,88.194228,,3,Grinding,Wet,183291.5963303038,153453.85292675972,257586.0739656196,0.0,0.0,0.0
IND0023,31.114069,76.643271,,3,Grinding,Wet,147947.5042733705,149186.27380581075,174932.0428900469,0.0,0.0,0.0
IND0024,31.03634,76.56755,,3,Grinding,Wet,300926.4465003519,232321.53600554174,469564.8002242806,0.0,0.0,0.0
IND0025,21.139583,72.739127,,3,Grinding,Wet,109789.15742313358,77358.01051427632,180405.19422385827,0.0,0.0,0.0
IND0026,26.29945,74.127123,,3,Integrated,Dry,866896.4721481303,873398.776721425,923907.2492694877,289.91165570113196,283.9002270426395,319.8104645314665
IND0028,21.672501,82.083805,,3,Integrated,Dry,1058955.755824974,943735.2235173844,1422504.8813289849,596.9818570179566,626.8323337150592,664.0697711383634
IND0029,29.967487,77.769868,,3,Grinding,Wet,135475.63903659454,140058.09923668206,142791.93225994578,0.0,0.0,0.0
IND0030,24.775292,87.88645,,3,Grinding,Wet,279105.05907203467,279804.9931334676,344842.1122055837,0.0,0.0,0.0
IND0031,19.703919,79.220306,,3,Integrated,Dry,768452.5111345857,692386.9229871939,966988.8266598255,372.9768229721418,340.67219142615284,443.0852958791008
IND0033,17.763951,83.194711,,3,Grinding,Wet,107474.91951376108,89147.54794170074,159211.23051945915,30.81723732370457,0.0,92.45171197111371
IND0034,16.648359,79.702465,,3,Integrated,Dry,391359.67755272245,380851.96301678685,575461.4961133394,304.0695557879274,289.8045886329989,347.0226217003891
IND0035,16.767007,80.014024,,3,Integrated,Dry,255234.4546725453,290050.63140126393,339904.3601084115,295.8787622021163,291.56147140663643,320.1269841935517
IND0036,31.037155,76.629773,,3,Grinding,Wet,105056.94707435687,56101.66277409004,208378.51648040736,0.0,0.0,0.0
IND0038,16.17713,75.681411,,3,Integrated,Dry,284628.01714286435,331198.0302453816,331755.6493284672,279.57260545660034,278.8863898148204,293.7037151305195
IND0039,24.865722,92.582104,,3,Integrated,Dry,41770.106281649074,43206.07334475024,50053.860748963314,139.77998614308305,139.06278112538985,150.09270441599534
IND0040,14.586917,78.579757,5.0,3,Integrated,Dry,954407.5538139095,916225.3749660177,1037356.0773947842,622.2894229372046,621.7443338709741,652.7438676756749
IND0041,16.654684,79.81512,,3,Integrated,Dry,253747.604398354,202182.4747009877,375680.17211083864,229.78753135507924,226.38619450482153,249.19961199046796
IND0042,16.844308,79.989973,,3,Integrated,Dry,118897.32847590388,121670.87314343583,122576.70711739289,84.76035167286098,83.09564485524173,171.1854101633412
IND0043,24.82232,73.093914,6.25,3,Integrated,Dry,952067.4645152066,1121733.8398233692,1186872.3895646287,522.032584984663,559.1052132278564,584.167314489187
IND0044,27.693977,75.728868,,3,Grinding,Wet,162121.40736747198,195572.23167280998,197234.85821574004,0.0,0.0,0.0
IND0045,26.253459,81.250948,1.3,3,Grinding,Wet,30396.38841052778,24923.373852306242,42732.31523115235,0.0,0.0,0.0
IND0046,24.595585,80.858324,2.2,3,Integrated,Dry,625719.7766387487,646097.7421436027,695103.1824854708,407.4280786594906,378.7091216583674,471.55990634352924
IND0047,23.562013,87.23354,2.3,3,Grinding,Wet,189674.85514305776,188893.28603263636,235112.82733808225,0.0,0.0,0.0
IND0048,24.930921,74.634164,4.0,3,Integrated,Dry,573375.4695211983,554665.1875006303,628944.2400870996,1283.6177858737353,1243.5611074039248,1380.9709734995165
IND0050,23.718837,86.954305,,2,Grinding,Wet,12597.729613109297,12597.729613109297,19060.803811443424,0.0,0.0,0.0
IND0051,23.620478,85.274431,,3,Integrated,Dry,144242.96316679305,134758.28843233536,167323.43909346563,200.8219483660935,189.74396499308574,227.29938817139924
IND0052,25.512145,92.764963,,3,Integrated,Dry,106819.02270186806,87855.35109598067,172777.43721484323,156.44754901285626,155.57499268465168,162.2190745359664
IND0053,25.891479,92.975349,,3,Grinding,Wet,117271.44558280773,120034.32499025554,146544.92737729108,0.0,0.0,0.0
IND0055,26.020467,93.766061,,3,Integrated,Dry,78825.60329339153,84568.10813654671,85672.94778622269,265.9289300101016,280.35994295796286,296.16316887095513
IND0056,17.333482,77.484197,,2,Integrated,Dry,376267.14893553406,376267.14893553406,381149.4661516947,371.6483512086519,371.6483512086519,543.1616958173439
IND0057,30.521323,77.661101,,3,Integrated,Dry,51040.150564559925,52103.43189441037,54487.3599896465,69.89506413118386,65.44226675535941,144.24292563819216
IND0058,25.242787,92.345654,,2,Grinding,Dry,680135.9636562287,680135.9636562287,932032.6786692224,0.0,0.0,0.0
IND0061,21.497474,81.78279,2.4,3,Integrated,Dry,313785.0451894062,239044.585058462,479636.6022504462,550.5250210080105,548.9188279080465,578.9454250796942
IND0062,19.724394,79.176075,6.0,3,Integrated,Dry,817097.0194025706,590153.9175299992,1372211.6583438579,797.8707500156951,788.6626154208875,833.4943697653547
IND0063,24.388462,88.083237,2.0,3,Grinding,Wet,173391.59674661505,139000.4094238005,252020.13025483774,0.0,0.0,0.0
IND0064,24.202644,80.799867,4.2,3,Integrated,Dry,962591.0017296884,1102433.2378921034,1306590.3935497857,713.1373588988234,802.7310263817814,827.8607584497646
IND0065,17.370099,77.445669,,3,Integrated,Dry,646813.4712418624,769893.8261331413,1000169.7356963328,329.5564293153763,309.97080088099534,368.95241033288005
IND0066,10.712664,78.09319,4.5,2,Integrated,Dry,659782.6542149913,659782.6542149913,736355.4480204593,115.5675777779962,115.5675777779962,231.1351555559924
IND0067,11.058644,79.063006,,2,Integrated,Dry,799359.91800171,799359.91800171,989850.0407054848,107.73820351065886,107.73820351065886,215.47640702131773
IND0068,10.937116,78.152888,1.7,2,Grinding,Dry,276584.1688953326,276584.1688953326,292996.48382606066,0.0,0.0,0.0
IND0069,17.530246,76.040366,,3,Grinding,Wet,275610.47585342295,339411.84338601236,384143.080850777,0.0,0.0,0.0
IND0072,25.134755,75.889485,,3,Integrated,Dry,157276.13924643403,85806.40871823633,317225.1936960669,496.81003441715137,495.08435719400785,503.8947016237712
IND0073,14.932014,78.339902,,3,Integrated,Dry,394652.42534748535,382256.0188932923,428132.5645957671,275.5251337472275,274.2230833883346,289.50213961503187
IND0074,10.968101,78.947252,,2,Integrated,Dry,516671.2706198096,516671.2706198096,518887.7248044823,0.0,0.0,0.0
IND0075,11.182995,79.09975,,3,Integrated,Dry,465257.4396978541,454438.45922532753,762280.5164345378,294.54540533880555,288.0710922029877,342.6438343709908
IND0076,23.700238,86.063099,,3,Grinding,Wet,181078.66289982936,180972.38015044152,188587.9461152914,310.74355180164434,0.0,932.230655404933
IND0077,16.204723,75.209295,,3,Integrated,Dry,603072.9894035959,389538.1419349703,1047634.729257266,252.04462026455957,248.79736515776366,265.4063888917623
IND0078,16.711862,79.711104,,3,Integrated,Dry,397118.9457693116,445897.71175917215,535263.1869394163,233.81825336891828,217.92299422034168,279.82598162191425
IND0079,23.439328,87.51119,,3,Grinding,Wet,202471.137854995,229561.96288115781,230568.40108464807,0.0,0.0,0.0
IND0080,21.63125,82.110036,,3,Integrated,Dry,571867.2162430239,533623.9575548725,655532.9881007419,537.5303824374306,543.2366826674839,546.1408592854509
IND0081,17.709591,83.154501,,2,Grinding,Wet,34122.04783554742,34122.04783554742,39953.589169032515,0.0,0.0,0.0
IND0082,25.240013,92.390906,,2,Grinding,,189522.4478320927,189522.4478320927,196007.5133853844,0.0,0.0,0.0
IND0083,20.867858,70.564701,,3,Integrated,Dry,520637.97007950256,712697.9412419463,721191.4253525092,405.09370408710083,398.6387329327937,454.0485953973133
IND0085,13.27022,76.723122,,3,Integrated,Dry,109688.26863030407,102724.63418062274,172252.34196670156,154.6389310386605,168.9698279247284,171.04201714941044
IND0086,23.863185,79.426251,,3,Grinding,Wet,186761.26026386756,198998.86799575,274213.39669567987,0.0,0.0,0.0
