uid,latitude,longitude,reported_capacity,num_labelers,plant_type,production_type,plant_area_mean,plant_area_median,plant_area_max,kiln_area_mean,kiln_area_median,kiln_area_max
CHN0654,29.491246,103.511867,,3,Integrated,Dry,555566.1224198263,603924.9666484623,876352.1313716331,258.39082787708617,235.2716408758448,336.47296600274143
CHN0656,30.065027,106.751738,,3,Integrated,Dry,301707.1011997362,275263.8564929862,410910.75942959235,244.6208410598668,236.3499766147629,288.5371775055693
CHN0658,26.625866,107.568138,,3,Integrated,Dry,289290.1391493744,174173.0615008776,543344.2504411216,303.710072371941,274.7233836808661,385.7187861461351
CHN0659,31.318555,104.522271,,3,Integrated,Dry,606165.5043879092,239492.22496367522,1420111.8358770364,220.61398328208276,196.6305172036275,418.2543660433772
CHN0660,31.258403,104.04243,,3,Integrated,Dry,769522.3126883974,693596.8951961123,1252863.5751419396,584.1951154718802,605.6018864589043,690.0869960526405
CHN0661,26.639871,102.6106,,3,Integrated,Dry,223516.62996577867,235311.36701886324,239252.78087732923,270.24928786608217,256.2995739723916,313.91369569474335
CHN0662,29.757563,102.237912,,3,Integrated,Dry,180169.77121718117,156732.12790478556,260103.0420750501,183.75429738547405,175.97758248873313,200.28273020701948
CHN0676,30.083042,102.731675,,3,Integrated,Dry,116928.10206094309,139351.92885712962,145475.20670358656,314.95109929800896,318.41348279762013,369.562210021922
CHN0679,23.231542,112.818221,,3,Integrated,Dry,515239.23280233436,506468.43938911275,936917.1723077997,184.3484608020154,182.0746053471472,191.4992591676461
CHN0680,22.779399,100.881431,,3,Integrated,Dry,272830.77670275024,191358.31665235598,471458.74191496894,550.2705363968948,568.7632636944267,584.1144282326012
