iso3,uid,country,pf_number_plants,pf_number_blast_furnace,pf_total_raw_production_capacity,Unnamed: 6,pf_owner,pf_location,status,latitude,longitude,source,accuracy,owner_permid,owner_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,ownership_stake,parent_permid.1,parent_name.1,ownership_stake.1,comment_ownership,rank,pop2020,GrowthRate
IND,IND0005,India,8.0,,,0.0,ESSAR STEEL LTD (PRECOATED),"PUNE, MAHARASHTRA",Operating,18.655587,73.796152,PlantFacts,Exact,4295873296,Essar Steel India Ltd,,,http://www.essarsteel.com/section_level2.aspx?cont_id=1JjGM1BSf/c=&path=Operations_%3E_India_%3E_Pune:_Downstream_capability_hub,2020-05-22,5000030092.0,Arcelormittal SA,,,,,,,1380004.385,0.0099
IND,IND0006,India,3.0,,350.0,0.0,SOMANI I&S LTD,"SONIK, UNNAO",Operating,26.581306,80.560423,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0007,India,11.0,,,0.0,UTTAM GALVA STEELS LTD,"KHOPOLI, MAHARASHTRA",Operating,18.780093,73.260735,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0008,India,2.0,,,0.0,MOHAN STEELS LTD,"Ganjauli, UTTAR PRADESH",Operating,26.561084,80.53249100000001,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0009,India,1.0,,60.0,0.0,MAITHAN STEEL & POWER LTD,", WEST BENGAL",Operating,23.776213000000002,86.866906,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0010,India,29.0,5.0,16310.0,1.0,SAIL-ST.AUTHORITY INDIA ,"BOKARO, JHARKHAND",Operating,23.673348,86.10145899999999,PlantFacts,Exact,4296075511,Bokaro Steel Plant,,,https://sail.co.in/bokaro-steel-plant/about-bokaro-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0011,India,15.0,1.0,9230.0,1.0,SAIL-ST.AUTHORITY INDIA ,"BURNPUR (IISCO), WB",Operating,23.665198,86.917455,PlantFacts,Exact,4296638598,Indian Iron & Steel Co Ltd,,,https://sail.co.in/iisco-steel-plant/about-iisco-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0012,India,19.0,4.0,7420.0,1.0,SAIL-ST.AUTHORITY INDIA ,"DURGAPUR, WB",Operating,23.546442000000003,87.24955200000001,PlantFacts,Exact,4295872623,Steel Authority of India Ltd,,,https://sail.co.in/durgapur-steel-plant/about-durgapur-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0014,India,1.0,,,0.0,GUJARAT NRE COKE,"BHACHAU, GUJARAT",Operating,23.262679000000002,70.251109,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0015,India,7.0,,,0.0,INDIAN STEEL CORP,"GANDHIDHAM, GUJARAT",Operating,23.177972,70.167556,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0016,India,4.0,,,0.0,WELSPUN STEEL LTD,"ANJAR, GUJARAT",Operating,23.11319,70.085398,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0017,India,16.0,1.0,12940.0,1.0,JSW STEEL LTD,"DOLVI, MAHARASHTRA",Operating,18.690094000000002,73.037536,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/dolvi-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0018,India,11.0,1.0,10900.0,1.0,JINDAL STEEL & POWER,"PATRATU, JHARKHAND",Operating,23.633141000000002,85.324431,PlantFacts,Exact,4295874065,Jindal Steel And Power Ltd,,,https://www.jindalsteelpower.com/businesses/patratu.html,2020-07-22,4295874065.0,Jindal Steel And Power Ltd,,,,,,,1380004.385,0.0099
IND,IND0019,India,1.0,,1200.0,1.0,MSPL LTD,"HOSPET, KARNATAKA",Operating,15.328377,76.205088,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0020,India,2.0,,7000.0,1.0,ESSAR STEEL LTD,"VIZAKHAPATNAM, ANDHRA PRADESH",Operating,17.719148,83.274564,PlantFacts,Exact,4295873296,Essar Steel India Ltd,,,http://www.essarsteel.com/section_level2.aspx?cont_id=n3Y0oKYl8Rc=&path=Operations_%3E_India_%3E_Visakhapatnam:_Pellet_plant,2020-05-22,5000030092.0,Arcelormittal SA,,,,,,,1380004.385,0.0099
IND,IND0022,India,13.0,,180.0,0.0,SAIL-ST.AUTHORITY INDIA ,"SALEM, TAMIL NADU ",Operating,11.660148,78.02674499999999,PlantFacts,Exact,4296870637,Salem Steel Plant,,,https://sail.co.in/special-steel-plants/salem-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0023,India,17.0,2.0,3045.0,1.0,JSW SOUTHERN I&S CO LTD,"SALEM, TAMIL NADU",Operating,11.816180000000001,77.914704,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/salem-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0025,India,1.0,1.0,230.0,0.0,KUDREMUKH I&ST CO,"MANGALORE, KARNATAKA",Operating,12.926373,74.822771,PlantFacts,Exact,,,,,,,,,,,,,Company is KIOCL Limited,,1380004.385,0.0099
IND,IND0026,India,2.0,,,0.0,GPT STEEL INDUSTRIES,"GANDHI DHAM, GUJARAT",Operating,23.100376999999998,70.18114200000001,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0027,India,2.0,,,0.0,SURYADEV QST REBARS,"THRIVALLUR, TAMIL NADU",Operating,13.386722,80.108701,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0028,India,1.0,,,0.0,KAMACHI STEELS,"CHENNAI, TAMIL NADU",Operating,13.425076999999998,80.08762,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0029,India,6.0,1.0,330.0,0.0,VISVESVARAYA I&S (SAIL),"BHADRAVATI, KARNATAKA",Operating,13.831149,75.70217199999999,PlantFacts,Exact,4295872623,Steel Authority of India Ltd,,,https://sail.co.in/iisco-steel-plant/facilities,2020-04-08,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0030,India,2.0,1.0,500.0,0.0,SBQ STEELS (RKKR STEELS),"KRISHNAPATAM, ANDHRA PRADESH",Operating,14.137429000000001,79.989552,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0031,India,6.0,1.0,535.0,0.0,Arjas Steel Private Limited,"TADIPATRI, ANDHRA P.",Operating,14.875643,78.043236,PlantFacts,Exact,,,,,https://economictimes.indiatimes.com/industry/indl-goods/svs/steel/gerdau-steel-india-private-limited-to-be-renamed-to-arjas-steel-private-limited/articleshow/67436356.cms,,,,,,,,Company renamed to Arjas Steel Private Limited,,1380004.385,0.0099
IND,IND0032,India,8.0,,5600.0,1.0,BMM ISPAT LTD,"HOSPET, KARNATAKA",Operating,15.171144,76.377767,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0033,India,44.0,4.0,35600.0,1.0,JSW STEEL LTD,"TORANAGALLU, KARNATAKA",Operating,15.180539999999999,76.65684,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/vijayanagar-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0034,India,1.0,,,0.0,SLR METALIKS LTD,"HOSPET, KARNATAKA",Operating,15.186361999999999,76.31651,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0036,India,2.0,,80.0,0.0,MARMAGOA STEELS LTD,GOA,Operating,15.269352,74.027732,PlantFacts,Exact,,,,,,,,,,,,,Plant seems abandoned,,1380004.385,0.0099
IND,IND0037,India,1.0,,800.0,0.0,XINDIA STEELS,"BELLARY, KARNATAKA",Operating,15.289696,76.227753,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0038,India,2.0,2.0,280.0,0.0,KIRLOSKAR FERROUS IND.,"HOSPET, KARNATAKA",Operating,15.334303,76.287323,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0039,India,8.0,2.0,630.0,0.0,MUKAND LTD,"HOSPET, KARNATAKA",Operating,15.339054999999998,76.251696,PlantFacts,Exact,5000932160,Hospet Steels Ltd,,,https://www.mukand.com/about/locations/,2020-07-22,4295872402.0,Mukand Ltd,,,,,Hospeets steel (owner of the plant) part of Mukand Ltd,,1380004.385,0.0099
IND,IND0040,India,1.0,,1800.0,1.0,MANDOVI PELLETS LTD,"SHIRODA, GOA",Operating,15.339611999999999,74.01016,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0041,India,3.0,2.0,220.0,0.0,SESA STERLITE LTD,GOA,Operating,15.525560999999998,73.994192,PlantFacts,Exact,,,,,,,,,,,,,Owned by Vedanta,,1380004.385,0.0099
IND,IND0042,India,4.0,,350.0,0.0,KAMINENI STEEL & POWER LTD,"Narketapally, Andhra Pradesh",Operating,17.189623,79.22008199999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0043,India,29.0,3.0,22266.0,1.0,RASHTRIYA ISPAT NIGAM LTD,"VISAKHAPATNAM, ANDHRA-PRADESH",Operating,17.614426,83.193191,PlantFacts,Exact,4296922665,Rashtriya Ispat Nigam Ltd,,,https://www.vizagsteel.com/myindex.asp?tm=1&url=code/mktg_segment/PROFILE.asp,2020-03-09,4296922665.0,Rashtriya Ispat Nigam Limited (RINL) (Ministry of Steel),,,,,,,1380004.385,0.0099
IND,IND0044,India,6.0,,220.0,0.0,STEEL EXCHANGE INDIA LTD (SEIL),"VISAKHAPATNAM, ANDHRA-PRADESH",Operating,17.963265,83.161135,PlantFacts,Exact,4295873867,Steel Exchange India Ltd,0.25,,http://www.seil.co.in/steel.html,2020-07-22,4295873867.0,Steel Exchange India Ltd,,,,,,,1380004.385,0.0099
IND,IND0045,India,8.0,,72.0,0.0,KR STEEL UNION LTD,"KALYANI, WEST BENGAL",Operating,22.976512,88.46118,PlantFacts,Exact,,KR Steel Union Ltd,,,http://www.kr9.in/contact.html,2020-07-22,,KR Steel Union Ltd,,,,,,,1380004.385,0.0099
IND,IND0046,India,1.0,,,0.0,HMCPCL,"HALDIA, WEST BENGAL",Operating,22.054668,88.126162,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0047,India,2.0,,,0.0,BMW INDUSTRIES LTD,"JAMSHEDPUR, JHARKHAND",Operating,22.822114000000003,86.076298,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0048,India,12.0,,7800.0,1.0,JINDAL STEEL & POWER,"ANGUL, ODISHA",Operating,20.881239,84.991034,PlantFacts,Exact,4295874065,Jindal Steel And Power Ltd,,,https://www.jindalsteelpower.com/businesses/angul.html,2020-07-22,4295874065.0,Jindal Steel And Power Ltd,,,,,,,1380004.385,0.0099
IND,IND0049,India,1.0,,,0.0,THEIS PRECISION STEEL INDIA PVT LTD,"SISODRA, GUJARAT",Operating,20.939078,72.967997,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0050,India,8.0,1.0,975.0,0.0,VISA STEEL,"KALINGA NAGAR, ODISHA",Operating,20.944024,86.060744,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
