iso3,uid,country,pf_number_plants,pf_number_blast_furnace,pf_total_raw_production_capacity,Unnamed: 6,pf_owner,pf_location,status,latitude,longitude,source,accuracy,owner_permid,owner_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,ownership_stake,parent_permid.1,parent_name.1,ownership_stake.1,comment_ownership,rank,pop2020,GrowthRate
IND,IND0051,India,11.0,1.0,1200.0,1.0,JINDAL STAINLESS LTD,"JAJPUR, ODISHA",Operating,20.954939000000003,86.051986,PlantFacts,Exact,4295873341,Jindal Stainless Ltd,,,https://www.jindalstainless.com/contact.php,2020-07-22,4295873341.0,Jindal Stainless Ltd,,,,,,,1380004.385,0.0099
IND,IND0052,India,7.0,1.0,12310.0,1.0,TATA STEEL LTD,"KALINGANAGAR, ODISHA",Operating,20.969288,86.01081500000001,PlantFacts,Exact,4295872420,Tata Steel Ltd,,,https://www.tatasteel.com/corporate/our-global-footprint/,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0053,India,4.0,2.0,1200.0,1.0,MIDEAST INTEGRATED STEEL,"KALINGA NAGAR, ODISHA",Operating,20.974826,86.045427,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0054,India,6.0,1.0,3700.0,1.0,NEELACHAL ISPAT NIGAM,"DUBURI, ODISHA",Operating,20.998641,86.019102,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0055,India,18.0,1.0,9930.0,1.0,ESSAR STEEL LTD,"HAZIRA-B, GUJARAT",Operating,21.111323000000002,72.643813,PlantFacts,Exact,4295873296,Essar Steel India Ltd,,,http://www.essarsteel.com/section_level2.aspx?cont_id=FENytf1sB94=&path=Operations_%3E_India_%3E_Hazira:_Steel_complex,2020-05-22,5000030092.0,Arcelormittal SA,,,,,not clear if this is the correct plant or the other one of the same company in the same city,,1380004.385,0.0099
IND,IND0056,India,,,,0.0,ArcelorMittal Nippon Steel India,"27th KM, Surat Hazira Road, Hazira, District Ð Surat, 394-270, Gujarat",Operating,21.113062,72.643547,https://www.amns.in/en/who-we-are/our-operations/,Exact,,AM/NS India,,,https://www.amns.in/en/who-we-are/our-operations/,2020-07-27,5000030092.0,Arcelormittal SA,0.5,4295877313.0,Nippon Steel Corp,0.5,,,1380004.385,0.0099
IND,IND0057,India,8.0,,60.0,0.0,FERRO ALLOYS CORP,"NAGPUR, MAHARASHTRA",Operating,21.127546,79.00269,PlantFacts,Exact,,,,,,,,,,,,,Company is FACOR steel,,1380004.385,0.0099
IND,IND0059,India,2.0,,150.0,0.0,Sharda ISPAT Limited,"NAGPUR, MAHARASHTRA",Operating,21.184157,79.11925500000001,PlantFacts,Exact,,,,,,,,,,,,,Company is Sharda ISPAT Limited,,1380004.385,0.0099
IND,IND0060,India,21.0,2.0,14560.0,1.0,BHUSHAN STEEL LTD,"MERAMANDALI, ODISHA",Operating,20.795920000000002,85.26039499999999,PlantFacts,Exact,,,,,,,,,,,,,the company is Tata Steel BSL Limited,,1380004.385,0.0099
IND,IND0061,India,44.0,8.0,29570.0,1.0,SAIL-ST.AUTHORITY INDIA ,"BHILAI, CHHATTISGARH",Operating,21.189193,81.390632,PlantFacts,Exact,5001087932,Bhilai Steel Plant Ltd,,,https://sail.co.in/bhilai-steel-plant/about-bhilai-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0062,India,10.0,1.0,680.0,0.0,SUNFLAG IRON & STEEL LTD,"BHANDARA, MAHARASHTRA",Operating,21.232929000000002,79.632398,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0063,India,3.0,,60.0,0.0,RAIPUR ALLOYS & STEEL,"RAIPUR, CHHATTISGARH",Operating,21.3042399,81.63758659999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0064,India,5.0,,570.0,0.0,JAYASWAL NECO IND. LTD,"RAIPUR, CHHATTISGARH",Operating,21.354495,81.67644399999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0065,India,1.0,,600.0,0.0,SARDA ENERGY & MINERALS LTD,"RAIPUR, CHHATTISGARH",Operating,21.367097,81.679982,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0068,India,1.0,,60.0,0.0,SHREE METALLICS,"KEONJHAR, ODISHA",Operating,21.683445300000002,85.43523409999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0069,India,23.0,2.0,13565.0,1.0,BHUSHAN POWER & STEEL,"SAMBALPUR I, ODISHA",Operating,21.760298000000002,84.02226800000001,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0070,India,3.0,,115.0,0.0,ORISSA SPONGE IRON,"KEONJHAR, ODISHA",Operating,21.801655,85.567219,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0071,India,1.0,,150.0,0.0,NOVA IRON & STEEL LTD,"Dagori, CHHATTISGARH",Operating,21.887551000000002,82.053273,PlantFacts,Exact,,,,,,,,,,,,,Plant is in Dagori,,1380004.385,0.0099
IND,IND0072,India,21.0,2.0,10580.0,1.0,JINDAL STEEL & POWER,"RAIGARH, CHHATTISGARH",Operating,21.924401,83.346694,PlantFacts,Exact,4295874065,Jindal Steel And Power Ltd,,,https://www.jindalsteelpower.com/businesses/raigarh.html,2020-07-22,4295874065.0,Jindal Steel And Power Ltd,,,,,,,1380004.385,0.0099
IND,IND0073,India,4.0,,,0.0,STEELCO GUJARAT LTD,"PALEJ, GUJARAT",Operating,21.926573,73.077461,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0074,India,6.0,,,0.0,JSW STEEL LTD,"KALMESHWAR, NAGPUR",Operating,21.231231,78.900765,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/kalmeshwar-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0075,India,11.0,,760.0,0.0,LLOYDS STEEL IND.,"WARDHA, MAHARASHTRA",Operating,20.696143,78.638879,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0076,India,5.0,,240.0,0.0,MAHALAXMI TMT BARS LTD,"WARDHA, MAHARASHTRA",Operating,20.661603,78.492358,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0077,India,2.0,,12000.0,1.0,ESSAR STEEL LTD,"PARADIP, ODISHA",Operating,20.321457000000002,86.647655,PlantFacts,Exact,4295873296,Essar Steel India Ltd,,,http://www.essarsteel.com/section_level2.aspx?cont_id=SD7sjPUVBkw=&path=Operations_%3E_India_%3E_Paradip:_Pellet_plant,2020-05-22,5000030092.0,Arcelormittal SA,,,,,,,1380004.385,0.0099
IND,IND0078,India,2.0,,,0.0,TATA BLUESCOPE STEEL,"BARA-JAMSHEDPUR, JHARKH.",Operating,22.814904000000002,86.236177,PlantFacts,Exact,4298100933,Tata BlueScope Steel Ltd,,,http://tatabluescopesteel.com/about-us/who-we-are/#container-40,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0079,India,14.0,1.0,1455.0,1.0,USHA MARTIN LTD,"ADITYAPUR, JHARKHAND",Operating,22.811794,86.085473,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0080,India,7.0,,,0.0,TINPLATE CO OF INDIA LTD,"JAMSHEDPUR, JHARKHAND",Operating,22.795251,86.23419799999999,PlantFacts,Exact,,,,,,,,,,,,,owned by Tata,,1380004.385,0.0099
IND,IND0081,India,1.0,,,0.0,BMW INDUSTRIES LTD,"Gamharia, Jamshedpur",Operating,22.795364000000003,86.134012,PlantFacts,Exact,,,,,,,,,,,,,"this one is in Gamharia, Jamshedpur ; https://www.bmwil.co.in/our-manufacturing-facilities/",,1380004.385,0.0099
IND,IND0082,India,48.0,9.0,34280.0,1.0,TATA STEEL LTD,"JAMSHEDPUR, JHARKHAND",Operating,22.789036,86.201882,PlantFacts,Exact,4295872420,Tata Steel Ltd,,,https://www.tatasteel.com/corporate/our-global-footprint/,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0084,India,1.0,1.0,150.0,0.0,ELECTROSTEEL CASTING,"CALCUTTA, WEST BENGAL",Operating,22.715728,88.372253,PlantFacts,Exact,,,,,,,,,,,,,not sure if it is that one as there are several named ELECTROSTEEL CASTING in and around Calcutta,,1380004.385,0.0099
IND,IND0085,India,2.0,,,0.0,MITTAL CORP LTD,"Pithampur, MADHYA PRADESH",Operating,22.640847,75.598237,PlantFacts,Exact,,,,,,,,,,,,,this is in Pithampur,,1380004.385,0.0099
IND,IND0086,India,1.0,1.0,110.0,0.0,KAJARIA IRON CASTING,"DURGAPUR, WEST BENGAL",Operating,22.635023999999998,88.33770200000001,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0087,India,4.0,2.0,700.0,0.0,TATA METALIKS LTD,"KHARAGPUR, WEST BENGAL",Operating,22.385610999999997,87.28717900000001,PlantFacts,Exact,4295872473,Tata Metaliks Ltd,,,https://www.tatametaliks.com/contact/office-addresses.aspx,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0088,India,5.0,1.0,1100.0,1.0,RAMSARUP LOHH UDYOG LTD,"KHARAGPUR, WEST BENGAL",Operating,22.378355,87.281773,PlantFacts,Exact,,,,,https://www.moneycontrol.com/company-facts/ramsarupindustries/locations/ri36,,,,,,,,"company is insolvent; no idea which plant this refers to; might be the one next to the Tata Metaliks plant in KHARAGPUR, WEST BENGAL ; Gmaps says this belongs to Rashmi Metaliks",,1380004.385,0.0099
IND,IND0089,India,39.0,5.0,16760.0,1.0,SAIL-ST.AUTHORITY INDIA ,"ROURKELA, ODISHA",Operating,22.212811,84.866972,PlantFacts,Exact,5035488625,Rourkela Steel Ltd,,,https://sail.co.in/rourkela-steel-plant/about-rourkela-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0090,India,2.0,,9000.0,1.0,JINDAL STEEL & POWER,"BARBIL, ODISHA",Operating,22.088175,85.473877,PlantFacts,Exact,4295874065,Jindal Steel And Power Ltd,,,https://www.jindalsteelpower.com/businesses/barbil.html,2020-07-22,4295874065.0,Jindal Steel And Power Ltd,,,,,,,1380004.385,0.0099
IND,IND0091,India,7.0,,50.0,0.0,ISIBARS LTD,"KHOPOLI, MAHARASHTRA",Operating,18.792528,73.35036,PlantFacts,Exact,,,,,,,,,,,,,"Indian Steel Industries, part of India Steel Limited",,1380004.385,0.0099
IND,IND0092,India,3.0,,390.0,0.0,TATA SPONGE IRON,"JODA, ODISHA",Operating,22.054641,85.46584200000001,PlantFacts,Exact,4295874051,Tata Steel Long Products Ltd,,,https://www.tatasteellp.com/,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0093,India,1.0,,4000.0,1.0,BRAHMANI RIVER PELLETS LTD,"KEONJHAR, ODISHA",Operating,22.048657000000002,85.365033,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0094,India,2.0,,300.0,0.0,PRAKASH INDUSTRIES,"CHAMPA, CHHATTISGARH",Operating,22.004136,82.671233,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0095,India,6.0,1.0,1740.0,1.0,MONNET ISPAT & ENERGY LTD,"RAIGARH, CHHATTISGARH",Operating,21.983709,83.23813299999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0096,India,10.0,1.0,12950.0,1.0,NMDC LTD,"NAGARNAR, CHHATTISGARH",Operating,19.093972,82.167762,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0097,India,8.0,,250.0,0.0,MUKAND LTD,"KALWE, MAHARASHTRA",Operating,19.187676,73.000812,PlantFacts,Exact,4295872402,Mukand Ltd,,,https://www.mukand.com/about/locations/,2020-07-22,4295872402.0,Mukand Ltd,,,,,,,1380004.385,0.0099
IND,IND0098,India,7.0,,,0.0,JSW STEEL LTD,"VASIND, MAHARASHTRA",Operating,19.405092,73.256858,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/vasind-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0099,India,12.0,,,0.0,VIRAJ GROUP,"TARAPUR, MAHARASHTRA",Operating,19.788493,72.744648,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0100,India,12.0,,,0.0,JSW STEEL LTD,"TARAPUR, MAHARASHTRA",Operating,19.794504999999997,72.741812,PlantFacts,Exact,4295872888,JSW Steel Ltd,,,https://www.jsw.in/steel/tarapur-works-overview,2020-07-22,4295872888.0,JSW Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0101,India,2.0,,,0.0,TATA STEEL - WIRE DEVISION,"TARAPUR, MAHARASHTRA",Operating,19.794754,72.733898,PlantFacts,Exact,4295872420,Tata Steel Ltd,0.42,,http://www.tatawire.com/corporate/tata-steel-global-wires-india/,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0102,India,7.0,,,0.0,THYSSENKRUPP ELECTRICAL STEEL,"NASHIK, MAHARASTHTRA",Operating,19.823169,73.667178,PlantFacts,Exact,4298178201,Thyssenkrupp Electrical Steel (India) Pvt Ltd,,,http://www.tkesindia.com/,2020-04-08,4295869754.0,Thyssenkrupp AG,,,,,,,1380004.385,0.0099
IND,IND0103,India,4.0,,,0.0,KALIKA STEEL ALLOYS,"JALNA, MAHARASHTRA",Operating,19.850236,75.855731,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0104,India,2.0,,270.0,0.0,LLOYDS STEEL IND.,"GHUGHUS, MAHARASHTRA",Operating,19.930469,79.120067,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0106,India,1.0,,,0.0,ACCIL AUTO STEELS,"BAWAL, HARYANA",Operating,28.097403000000003,76.584212,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0107,India,7.0,,,0.0,Tata Steel BSL Ltd,"KHOPOLI, MAHARASHTRA",Operating,18.800829999999998,73.289829,PlantFacts,Exact,4295873662,Tata Steel BSL Ltd,,,https://tatasteelbsl.co.in/plants.html,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,Company is now Tata Steel BSL Ltd,,1380004.385,0.0099
IND,IND0108,India,4.0,,,0.0,ASIAN COLOUR COATED ISPAT LTD,"BAWAL, HARYANA",Operating,28.097508,76.58241,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0109,India,7.0,,0.0,0.0,MAHINDRA UGINE (MUSCO),"KHOPOLI, MAHARASHTRA",Operating,18.803309,73.33989,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0110,India,11.0,,,0.0,Tata Steel BSL Ltd,"SAHIBABAD, UTTAR PRADESH",Operating,28.648921,77.331907,PlantFacts,Exact,4295873662,Tata Steel BSL Ltd,,,https://tatasteelbsl.co.in/plants.html,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,Company is now Tata Steel BSL Ltd,,1380004.385,0.0099
IND,IND0111,India,4.0,,,0.0,ALLIED STRIPS,"BAHADURGARH, HARYANA",Operating,28.734515999999996,76.84264399999999,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0112,India,18.0,,550.0,0.0,JINDAL STAINLESS LTD,HISAR,Operating,29.127253000000003,75.773075,PlantFacts,Exact,4295873341,Jindal Stainless Ltd,,,https://www.jindalstainless.com/contact.php,2020-07-22,4295873341.0,Jindal Stainless Ltd,,,,,,,1380004.385,0.0099
IND,IND0113,India,8.0,,100.0,0.0,MODERN STEELS LTD,"M. GOBINDGARH, PUNJAB",Operating,30.651464,76.317017,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0114,India,4.0,,120.0,0.0,VALLABH STEEL,"LUDHIANA, PUNJAB",Operating,30.845731,75.960442,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0115,India,4.0,,450.0,0.0,AARTI STEELS LTD,"LUDHIANE, PUNJAB",Operating,30.885415999999996,75.897013,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0116,India,6.0,,150.0,0.0,VARDHMAN SPECIAL ST.,"LUDHIANA, PUNJAB",Operating,30.887595,75.907098,PlantFacts,Exact,,,,,,,,,,,,,,,1380004.385,0.0099
IND,IND0128,India,11.0,,730.0,0.0,SAIL-ST.AUTHORITY INDIA ,"DURGAPUR ALLOY, WB",Operating,23.522882,87.275935,PlantFacts,Exact,4295872623,Steel Authority of India Ltd,,,https://sail.co.in/special-steel-plants/alloy-steels-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,part of the big plant in DURGAPUR ,,1380004.385,0.0099
IND,IND0147,India,,,,0.0,,,Operating,19.963893,79.333217,https://sail.co.in/ferro-alloy-plant/chandrapur-ferro-alloy-plant,Exact,5040060312,Chandarpur Ferro Alloy Plant,,,https://sail.co.in/ferro-alloy-plant/chandrapur-ferro-alloy-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IND,IND0148,India,,,,0.0,,,Operating,17.93735,83.187434,https://www.jindalstainless.com/contact.php,Exact,4295873341,Jindal Stainless Ltd,,,https://www.jindalstainless.com/contact.php,2020-07-22,4295873341.0,Jindal Stainless Ltd,,,,,,,1380004.385,0.0099
IND,IND0149,India,,,,0.0,,,Operating,20.473334,85.75013100000001,http://www.tsalloys.com/Contact.aspx,Exact,5036714661,T S Alloys Ltd,,,http://www.tsalloys.com/Contact.aspx,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0150,India,,,,0.0,,,Operating,20.793691,85.260538,https://tatasteelbsl.co.in/plants.html,Exact,4295873662,Tata Steel BSL Ltd,,,https://tatasteelbsl.co.in/plants.html,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0151,India,,,,0.0,,,Operating,12.761076,77.80126800000001,https://tatasteelbsl.co.in/plants.html,Exact,4295873662,Tata Steel BSL Ltd,,,https://tatasteelbsl.co.in/plants.html,2020-07-22,4295872420.0,Tata Steel Ltd,,,,,,,1380004.385,0.0099
IND,IND0152,India,,,,0.0,,,Operating,23.370282999999997,85.427581,http://www.ushamartin.com/facility/ranchi-facility/,Exact,4295872989,Usha Martin Ltd,,1961.0,http://www.ushamartin.com/facility/ranchi-facility/,2020-07-22,4295872989.0,Usha Martin Ltd,,,,,,,1380004.385,0.0099
IND,IND0153,India,,,,0.0,,,Operating,31.583478000000003,75.95079,http://www.ushamartin.com/facility/hoshiarpur-india/,Exact,4295872989,Usha Martin Ltd,,1974.0,http://www.ushamartin.com/facility/hoshiarpur-india/,2020-07-22,4295872989.0,Usha Martin Ltd,,,,,,,1380004.385,0.0099
IND,IND0154,India,,,,0.0,,,Operating,13.831617000000001,75.702087,https://sail.co.in/special-steel-plants/visvesvaraya-iron-and-steel-plant,Exact,4296799427,Visvesvaraya Iron & Steel,,,https://sail.co.in/special-steel-plants/visvesvaraya-iron-and-steel-plant,2020-07-22,4295872623.0,Steel Authority of India Ltd,,,,,,,1380004.385,0.0099
IDN,IDN0001,Indonesia,1.0,,315.0,0.0,PT MERATUS JAYA,"TANAH BUMBU, SOUTH KALIMANTAN",Operating,-3.35255,115.94993500000001,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0002,Indonesia,5.0,,650.0,0.0,PT ISPAT INDO,SURABAYA,Operating,-7.352436999999999,112.702816,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0003,Indonesia,2.0,,120.0,0.0,PT JATIM TAMAN STEEL MFG,"SURABAYA, EAST JAVA",Operating,-7.351292,112.70273999999999,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0004,Indonesia,5.0,1.0,2450.0,1.0,PT GUNUNG GAHAPI SAKTI,"MEDAN, SUMATRA",Operating,3.6682379999999997,98.665442,PlantFacts,Exact,5039707861,Gunung Gahapi Sakti PT,,,https://www.gunungrajapaksi.com/en/page/4/gunung-gahapi-sakti,2020-08-03,5066608331.0,Gunung Steel Group,,,,,,,273523.615,0.0107
IDN,IDN0005,Indonesia,1.0,,,0.0,PT BHIRAWA STEEL,SURABAYA,Operating,-7.255433,112.682827,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0006,Indonesia,3.0,,180.0,0.0,PT HANIL JAYA STEEL,"WARU, EAST JAVA",Operating,-7.346083,112.74338999999999,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0007,Indonesia,28.0,1.0,7360.0,1.0,PT KRAKATAU STEEL,"CILEGON, WEST JAVA",Operating,-6.005504,106.002726,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0008,Indonesia,2.0,,,0.0,PT KRAKATAU WAJATAMA,"CILEGON, WEST JAVA",Operating,-6.006075,106.034851,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0009,Indonesia,1.0,,,0.0,PT LATINUSA,"CILEGON, WEST JAVA",Operating,-6.006933,106.01303600000001,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0010,Indonesia,1.0,,,0.0,PT KRAKATAU NIPPON STEEL SUMIKIN,"CILEGON, WEST JAVA",Operating,-6.00828,106.021473,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0011,Indonesia,7.0,1.0,10690.0,1.0,PT KRAKATAU-POSCO,"CILEGON, WEST JAVA",Operating,-6.004733,105.975976,PlantFacts,Exact,5034844796,Krakatau Posco PT,,,http://www.posco.com/homepage/docs/eng6/jsp/company/family/foreign_02_02.jsp,2020-04-08,4295881204.0,POSCO,,,,,,,273523.615,0.0107
IDN,IDN0012,Indonesia,4.0,,420.0,0.0,PT JAKARTA CAKRATUNGGAL ST. MILLS,"PULOGADUNG, JAKARTA",Operating,-6.179059,106.92625100000001,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0013,Indonesia,4.0,,360.0,0.0,PT THE MASTER STEEL MFG,"PULOGADUNG, JAKARTA",Operating,-6.18801,106.909232,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0014,Indonesia,2.0,,,0.0,PT TUMBAKMAS,"BEKASI, WEST JAVA",Operating,-6.19534,106.98263600000001,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0015,Indonesia,1.0,,,0.0,PT JAYA PARI STEEL,SURABAYA,Operating,-7.248858,112.67809199999999,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0016,Indonesia,2.0,,,0.0,PT GUNAWAN DIANJAYA STEEL,"SURABAYA, EAST JAVA",Operating,-7.246903,112.680526,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0017,Indonesia,3.0,,,0.0,PT JINDAL STAIN. INDONESIA,"SURABAYA, EAST JAVA",Operating,-7.126428,112.613225,PlantFacts,Exact,5000934623,Jindal Stainless Indonesia PT,,,https://www.jindalstainless.com/contact.php,2020-07-22,4295873341.0,Jindal Stainless Ltd,,,,,,,273523.615,0.0107
IDN,IDN0018,Indonesia,12.0,,2400.0,1.0,PT GUNUNG,"BEKASI, WEST JAVA",Operating,-6.281959,107.11662199999999,PlantFacts,Exact,4296687344,Gunung Raja Paksi Tbk PT,,,https://www.gunungrajapaksi.com/en/contact,2020-08-03,5066608331.0,Gunung Steel Group,,,,,,,273523.615,0.0107
IDN,IDN0019,Indonesia,5.0,,,0.0,PT ESSAR INDONESIA,"BEKASI, WEST JAVA",Operating,-6.309638,107.08653000000001,PlantFacts,Exact,5074506871,PT Essar Indonesia,,,http://www.essarsteel.com/section_level2.aspx?cont_id=+sDyubvY9c8=&path=Operations_%3E_International_%3E_Indonesia,2020-05-22,5000030092.0,Arcelormittal SA,,,,,,,273523.615,0.0107
IDN,IDN0020,Indonesia,3.0,,130.0,0.0,PT PERKASA INDOSTEEL,"SUBANG, WEST JAVA",Operating,-6.468652,107.570003,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
IDN,IDN0021,Indonesia,1.0,,,0.0,PT JFE STEEL GALVANIZING,"BEKASI, JAKARTA",Operating,-6.347759,107.08251299999999,PlantFacts,Exact,5040047559,JFE Steel Galvanizing Indonesia PT,,,https://www.jfe-steel.co.jp/en/company/facilities.html,2020-04-08,4295877328.0,JFE Steel Corp,,,,,,,273523.615,0.0107
IDN,IDN0022,Indonesia,1.0,1.0,250.0,0.0,PT INDOFERRO,"CILEGON, WEST JAVA",Operating,-6.029989,105.9543,PlantFacts,Exact,,,,,,,,,,,,,,,273523.615,0.0107
JPN,JPN0001,Japan,3.0,,,0.0,NIPPON STEEL & SUMIKIN COATED SHEET,"AMAGASAKI, HYOGO Pref.",Operating,34.709666999999996,135.412969,PlantFacts,Exact,4295877313,Nippon Steel,,,https://www.nipponsteel.com/en/company/bases/,2020-04-08,4295877313.0,Nippon Steel Corp,,,,,,,126476.461,-0.003
JPN,JPN0002,Japan,10.0,1.0,2550.0,1.0,KOBE STEEL,"KOBE, HYOGO",Operating,34.703571999999994,135.248427,PlantFacts,Exact,4295877348,Kobe Steel Ltd,,,https://www.kobelco.co.jp/english/machinery/locations/,2020-04-30,4295877348.0,Kobe Steel Ltd,,,,,,,126476.461,-0.003
JPN,JPN0003,Japan,5.0,,510.0,0.0,GODO STEEL LTD,OSAKA WORKS,Operating,34.700157,135.429999,PlantFacts,Exact,4295877613,Godo Steel Ltd,,,https://www.godo-steel.co.jp/en/company/location.html,2020-04-30,4295877613.0,Godo Steel Ltd,,,,,,,126476.461,-0.003
JPN,JPN0004,Japan,5.0,,,0.0,NISSHIN STEEL CO,"OSAKA WORKS, OSAKA",Operating,34.669798,135.429563,PlantFacts,Exact,4295877313,Nippon Steel,,,https://www.nipponsteel.com/en/company/bases/,2020-02-19,4295877313.0,Nippon Steel Corp,,,,,,,126476.461,-0.003
JPN,JPN0005,Japan,1.0,,,0.0,OSAKA STEEL,"OKAJIMA, OSAKA",Operating,34.636006,135.473681,PlantFacts,Exact,4295877041,Osaka Steel Co Ltd,,,https://www.osaka-seitetu.co.jp/en/company/base.html,2020-04-30,4295877041.0,Osaka Steel Co Ltd,,,,,,,126476.461,-0.003
JPN,JPN0006,Japan,10.0,,,0.0,NISSHIN STEEL CO,"SAKAI, OSAKA",Operating,34.564094,135.448163,PlantFacts,Exact,4295877313,Nippon Steel,,,https://www.nipponsteel.com/en/company/bases/,2020-02-19,4295877313.0,Nippon Steel Corp,,,,,former Nisshin Steel corporate website has been closed down. ,,126476.461,-0.003
JPN,JPN0007,Japan,3.0,,600.0,0.0,OSAKA STEEL,SAKAI CITY,Operating,34.59822,135.45439,PlantFacts,Exact,4295877041,Osaka Steel Co Ltd,,,https://www.osaka-seitetu.co.jp/en/company/base.html,2020-04-30,4295877041.0,Osaka Steel Co Ltd,,,,,,,126476.461,-0.003
